VEC mean,APE mean,Electronegativity local mismatch,Shear modulus delta,Shear modulus mean,Mixing enthalpy,Shear modulus strength model,Nb,Mo,Radii gamma,Yang omega,Electronegativity delta,Lambda entropy,Ta,Shear modulus local mismatch,Configuration entropy,Yang delta,W,Radii local mismatch,Mean cohesive energy,Total weight,Atomic weight mean,SFE
5.140000000000001,0.0124074832985914,0.086925,0.6518863366538329,57.5202,3.5568,-0.1145738231615296,70,3,1.043800535167675,6.13220224963744,0.0602697157754995,-19.48978127495157,16,15.868332,-0.0074067968749292,0.0194944835681392,11,1.142,7.7786,11708.67268,117.0873268,1.1085
5.03,0.0105271353031428,0.018945,0.4149921047887625,46.1199,0.7532000000000001,-0.0496643375865188,78,2,1.0437000127980594,20.03808299102647,0.0274127140260273,-64.64298163884592,19,7.093683,-0.0052680077309155,0.0090273963741902,1,0.4638,7.669,11060.42736,110.6046736,0.9987
5.2,-0.0294930072861788,0.11814,0.4094010136010826,83.232,4.392,-0.0638808986239656,5,2,1.043726761770497,4.740374097674892,0.0702139553424505,-8.618216720495587,75,14.51352,-0.0062558887978401,0.0269423705349602,18,1.6054000000000002,8.191899999999999,17536.6229,175.366629,1.2009
5.45,-0.0072079271476914,0.1556250000000001,0.3518816482457985,88.3065,5.368,-0.0607658642534883,11,40,1.0438498923690678,5.367354489466285,0.0712682329114457,-18.5540200079907,44,16.486155,-0.0093144617795053,0.0224057699309901,5,1.6728,7.569700000000001,13740.4769,137.412769,1.3514
5.86,0.0140024238437875,0.0979799999999999,0.2324037942662606,116.4498,2.7576,-0.0311549355977571,3,64,1.0441879104205156,9.066655851695764,0.0499394443455269,-19.505273792240875,11,12.965892,-0.0080373834446582,0.0202993119940557,22,1.3638,7.440900000000001,12453.78582,124.5506582,1.593
5.5,-0.011506808042518,0.186285,0.5846440849651153,93.135,7.56,-0.1391677966922864,46,9,1.044126171169409,3.726590063859799,0.0824638854930339,-11.38587647195199,4,28.53126,-0.0088812526622869,0.0279289030755838,41,2.0444,8.068999999999999,13398.385,133.98565,1.4128
5.800000000000001,0.0098329797407703,0.110685,0.2371297469101708,109.53,3.472,-0.0305682166226068,3,69,1.0440965224205654,6.603970268063918,0.0555400573977974,-18.663932228994742,17,12.090599999999998,-0.0075263614095952,0.0200812600416686,11,1.3138,7.2889,11996.9331,119.983131,0.7393
5.17,-0.0287592972191028,0.10272,0.4080763056273954,79.0821,3.8128,-0.0647763668191322,9,3,1.0436977855821836,5.875930956604412,0.0653731430844528,-11.333006891222096,74,13.684203000000002,-0.0068173587008232,0.024526495406363,14,1.4308,8.1259,17087.88054,170.8794054,1.1768
5.489999999999999,-0.0122550586218262,0.184065,0.5378049769476582,93.5517,7.1316,-0.127047541661035,36,14,1.0440691989301645,4.804383818513818,0.0811256599947811,-13.28098456984212,15,27.429267000000003,-0.0107670955034467,0.028473060214231,35,2.1646,8.01,13836.40788,138.3668788,1.4248
5.17,0.0235281886201063,0.0957,0.3301594975425986,79.0341,3.3668000000000005,-0.038593696366624,2,9,1.0436555228829434,5.401758437102564,0.0609460691139959,-12.161072279225229,81,9.999483,-0.0055512402724049,0.0213653040536743,8,1.1666000000000003,8.0382,17176.77104,171.7695104,1.157
5.48,-0.0128010785928623,0.1512450000000001,0.517110455135834,76.0644,5.9936,-0.1084901339911362,50,47,1.043939993601633,3.2516509692610347,0.0695210299519094,-30.006973610634,2,19.931928,-0.0068650890140664,0.0151255783026358,1,1.0772,7.2414,9700.23476,97.01174759999998,1.2953
5.75,0.0061808744342826,0.1427399999999999,0.3169098801513926,128.6175,5.4,-0.0634869108019544,7,3,1.0443513075056128,4.549009452249486,0.0701314219244543,-7.820131052294123,18,18.367515,-0.0069549235958717,0.0298221648183153,72,1.8516,8.6005,17431.7065,174.317665,0.8646
5.22,-0.0179419860258521,0.110085,0.3953356633350774,74.9706,3.911200000000001,-0.065771337397328,19,17,1.0437133821167728,7.195902517783033,0.063090919930535,-22.189460717739205,59,14.656188,-0.0089613407099609,0.0200961619071256,5,1.3602,7.821700000000001,14991.32614,149.9166614,1.208
5.36,0.0180472411893052,0.150525,0.589437443726438,71.5128,5.875200000000001,-0.117727198505669,56,27,1.0439084050314449,4.529256292532285,0.0720812327722981,-23.63684708908168,8,21.593112000000005,-0.0091203894100037,0.019643185502896,9,1.3964,7.5296,10895.28032,108.9582032,1.2644
5.52,-0.0100874271049663,0.18,0.5297902155121478,91.7376,6.857600000000001,-0.1184799429302691,38,24,1.044062374732581,4.879873755335791,0.0781926149988106,-16.0586701525851,10,26.613888000000003,-0.0107822499595928,0.0259119387817386,28,1.9848,7.815400000000002,12790.00124,127.9048124,1.4764
5.270000000000001,-0.0073329769526195,0.130545,0.4713175539178826,75.69510000000001,4.780799999999999,-0.088655151755695,29,18,1.043787098445899,6.712706490219848,0.068844712923936,-20.83119626096361,44,18.760083,-0.010355867085879,0.0222964709253347,9,1.6087999999999998,7.787900000000001,14037.47174,140.3783174,1.2369
5.470000000000001,-0.0136742293941043,0.172545,0.3832932394378779,95.3931,5.938000000000001,-0.066891435956843,8,28,1.043919680080443,5.549158727593272,0.076496665991316,-13.275981206501168,45,19.761483,-0.010254122393968,0.0277917525304974,19,2.107,7.851199999999999,15065.18564,150.6574564,1.4464
5.61,-0.0037709329869331,0.177705,0.3776920530030532,108.3753,6.132,-0.0753130690006786,9,24,1.0440988013085488,5.7583627228147,0.0764512896423027,-11.80802138641012,30,22.438827,-0.0107108281992846,0.0301177803143609,37,2.3040000000000003,8.041100000000002,15369.23382,153.6971382,1.8575
5.610000000000001,-0.0036619531409112,0.165825,0.4364905274533631,96.37529999999998,5.9852,-0.0912955866733645,26,42,1.044055553201719,5.508002114949472,0.0720148305180558,-19.640873771827348,13,22.940187000000005,-0.0107695982968032,0.023416358044985,19,1.7934,7.5766,12290.32832,122.9116832,1.9533
5.59,-0.0050242519852278,0.1549050000000001,0.3080653214665354,97.2087,5.2092,-0.0478725379272772,6,52,1.0439422521239734,5.224465198505928,0.0693461659139203,-16.841018387361533,35,15.582147,-0.0088330625763313,0.0229018981301093,7,1.6830000000000005,7.4586,13166.37408,131.6741408,1.9237
5.7700000000000005,0.0075778724618251,0.1403849999999999,0.30570590620825,127.2681,4.9228000000000005,-0.0587283876242544,6,12,1.0443305108224057,5.892698725093481,0.0671420142257478,-10.090158655639604,17,18.569403,-0.0083512286448495,0.0287690942871838,65,1.9006000000000003,8.4346,16734.432240000002,167.3467224,0.8282
5.450000000000001,-0.0151074257604557,0.17586,0.4904059986051819,90.3825,6.492000000000001,-0.1078697817894027,27,21,1.0439716396088097,5.58309003137044,0.0785123966942149,-15.165764654149193,28,24.599475,-0.0114749357270668,0.0275069839929504,24,2.1228,7.8801,14001.9129,140.023329,1.3785
5.74,0.0054815466983029,0.148605,0.3285526617744178,113.0142,4.800800000000001,-0.0616810375500262,9,41,1.044169594588735,6.95287205150842,0.0659119144307235,-15.648020404725834,17,19.848012,-0.0103871928653969,0.0257643621976395,33,1.9362,7.7915,13912.53138,139.1335138,0.8121
5.15,-0.0038917546729665,0.09456,0.5740186548111674,66.5955,3.778000000000001,-0.1064257970677126,46,1,1.043766962867673,7.121013777649227,0.0635976761067062,-16.785509640462525,39,18.238035000000004,-0.0086942663594277,0.0227587918959391,14,1.4674,7.955400000000001,14000.3608,140.00380800000002,1.1605
5.4,0.0146209285739009,0.1497600000000001,0.5225713330175726,74.34599999999999,5.744,-0.1058226330632075,47,36,1.043892632233968,4.704190076565011,0.0704442469995447,-28.206565023375543,13,20.5116,-0.0092837350199925,0.0181420461526409,4,1.3398,7.422099999999999,10908.1223,109.088423,1.2856
5.540000000000001,-0.0087517174842158,0.183165,0.4080107903208139,103.7082,6.4936,-0.0843265271112314,11,19,1.0440464619726355,5.459823362236889,0.0793986297253416,-11.315764895591364,35,23.224572,-0.0107517866574338,0.0308246647089793,35,2.3586,8.078500000000002,15612.40598,156.1278598,1.8359
5.640000000000001,-0.0015191573732969,0.16224,0.4584101170781849,96.2892,6.0032,-0.095180636021097,32,44,1.044094243829798,4.928547805774316,0.07066365283922,-20.66185764837225,4,23.599872000000005,-0.0097813630432103,0.0217578013169195,20,1.6384,7.527200000000001,11594.95568,115.9583568,1.8011
5.74,0.0054940566072988,0.1519799999999999,0.384504638936576,113.2422,5.284,-0.0829594758500131,19,32,1.0442337839768927,6.257162207611185,0.0674231857081022,-16.314761650269432,7,22.931412,-0.0102316768185557,0.0250428089473279,42,1.8742,7.925700000000001,13823.216379999998,138.2385638,0.8389
5.64,-0.0015748302239027,0.163125,0.3032499802909388,106.3332,5.2384,-0.0408107735464877,1,43,1.0440282937127092,5.608074682217837,0.0709165099646726,-12.52218930686335,35,17.339112,-0.0091797584596513,0.0270754382226978,21,2.0402,7.712299999999999,14412.14218,144.1300218,1.2616
5.73,0.0047569059356772,0.1535999999999999,0.3496305183503628,122.7069,5.602399999999999,-0.075842499734995,11,11,1.0443005145616744,5.486239671393711,0.0712013243480348,-10.44884781277688,16,21.108123,-0.0089391771469584,0.0292492389200312,62,1.9996,8.396899999999999,16370.55626,163.7077626,0.8144
5.29,0.0075814249588625,0.1293,0.5250904200199866,68.8497,4.902,-0.0993539677107282,48,25,1.043820709786522,5.829207009979817,0.0669076676032383,-29.048827364069663,23,18.920067,-0.009691291423748,0.0182652879775437,4,1.3314,7.557599999999999,11755.16748,117.5566748,1.2283
5.699999999999999,0.0026332558098436,0.1580849999999999,0.2972660718336558,112.881,4.972,-0.0426265542705838,1,39,1.044114761851601,6.182306079878189,0.0690121463363866,-12.037485641324812,29,18.16326,-0.0094391279657405,0.0280025799508872,31,2.1074,7.843500000000001,14781.0949,147.818749,0.8877
