T(K)		V(bohr^3)
2290.0		15423.3598
2300.0		15427.8099
2310.0		15432.2753
2320.0		15436.7559
2330.0		15441.252
2340.0		15445.7635
2350.0		15450.2907
2360.0		15454.8335
2370.0		15459.3922
2380.0		15463.9668
2390.0		15468.5573
2400.0		15473.164
2410.0		15477.7869
2420.0		15482.4262
2430.0		15487.0818
2440.0		15491.754
2450.0		15496.4429
2460.0		15501.1485
2470.0		15505.871
2480.0		15510.6104
2490.0		15515.3668
2500.0		15520.1406
2510.0		15524.9315
2520.0		15529.7399
2530.0		15534.5658
2540.0		15539.4093
2550.0		15544.2706
2560.0		15549.1497
2570.0		15554.0468
2580.0		15558.9619
2590.0		15563.8952
2600.0		15568.8469
2610.0		15573.8169
2620.0		15578.8055
2630.0		15583.8127
2640.0		15588.8386
2650.0		15593.8834
2660.0		15598.9472
2670.0		15604.0302
2680.0		15609.1323
2690.0		15614.2537
2700.0		15619.3946
2710.0		15624.5551
2720.0		15629.7352
2730.0		15634.9352
2740.0		15640.155
2750.0		15645.3949
2760.0		15650.6549
2770.0		15655.9352
2780.0		15661.2359
2790.0		15666.5567
2800.0		15671.8986
2810.0		15677.2611
2820.0		15682.6445
2830.0		15688.0488
2840.0		15693.4742
2850.0		15698.9208
2860.0		15704.3887
2870.0		15709.878
2880.0		15715.3888
2890.0		15720.9212
2900.0		15726.4755
2910.0		15732.0516
2920.0		15737.6497
2930.0		15743.2699
2940.0		15748.9123
2950.0		15754.577
2960.0		15760.2642
2970.0		15765.974
2980.0		15771.7063
2990.0		15777.4615
3000.0		15783.2395
