T(K)		V(bohr^3)
2470.0		15493.6292
2480.0		15498.1863
2490.0		15502.7595
2500.0		15507.3489
2510.0		15511.9547
2520.0		15516.5769
2530.0		15521.2157
2540.0		15525.8714
2550.0		15530.5439
2560.0		15535.2334
2570.0		15539.9401
2580.0		15544.6642
2590.0		15549.4056
2600.0		15554.1647
2610.0		15558.9416
2620.0		15563.7363
2630.0		15568.5491
2640.0		15573.3801
2650.0		15578.2294
2660.0		15583.0972
2670.0		15587.9837
2680.0		15592.889
2690.0		15597.8132
2700.0		15602.7566
2710.0		15607.7193
2720.0		15612.7014
2730.0		15617.7032
2740.0		15622.7247
2750.0		15627.7662
2760.0		15632.8278
2770.0		15637.9097
2780.0		15643.012
2790.0		15648.135
2800.0		15653.2788
2810.0		15658.4436
2820.0		15663.6295
2830.0		15668.8368
2840.0		15674.0653
2850.0		15679.3159
2860.0		15684.5884
2870.0		15689.883
2880.0		15695.1998
2890.0		15700.5391
2900.0		15705.901
2910.0		15711.2858
2920.0		15716.6936
2930.0		15722.1247
2940.0		15727.5792
2950.0		15733.0573
2960.0		15738.5593
2970.0		15744.0854
2980.0		15749.6357
2990.0		15755.2105
3000.0		15760.8099
