T(K)		B(GPa)
1400.0		195.4512
1410.0		195.1447
1420.0		194.8374
1430.0		194.5293
1440.0		194.2202
1450.0		193.9103
1460.0		193.5994
1470.0		193.2877
1480.0		192.9751
1490.0		192.6616
1500.0		192.3472
1510.0		192.032
1520.0		191.7158
1530.0		191.3988
1540.0		191.0809
1550.0		190.7621
1560.0		190.4423
1570.0		190.1218
1580.0		189.8003
1590.0		189.4779
1600.0		189.1546
1610.0		188.8305
1620.0		188.5054
1630.0		188.1794
1640.0		187.8526
1650.0		187.5249
1660.0		187.1962
1670.0		186.8667
1680.0		186.5363
1690.0		186.2049
1700.0		185.8727
1710.0		185.5396
1720.0		185.2056
1730.0		184.8707
1740.0		184.5348
1750.0		184.1981
1760.0		183.8605
1770.0		183.522
1780.0		183.1826
1790.0		182.8422
1800.0		182.501
1810.0		182.1589
1820.0		181.8159
1830.0		181.4719
1840.0		181.1271
1850.0		180.7813
1860.0		180.4347
1870.0		180.0871
1880.0		179.7387
1890.0		179.3893
1900.0		179.039
1910.0		178.6879
1920.0		178.3358
1930.0		177.9828
1940.0		177.6289
1950.0		177.2741
1960.0		176.9184
1970.0		176.5618
1980.0		176.2043
1990.0		175.8459
2000.0		175.4866
2010.0		175.1263
2020.0		174.7652
2030.0		174.4032
2040.0		174.0402
2050.0		173.6764
2060.0		173.3117
2070.0		172.946
2080.0		172.5795
2090.0		172.212
2100.0		171.8437
2110.0		171.4744
2120.0		171.1043
2130.0		170.7332
2140.0		170.3613
2150.0		169.9884
2160.0		169.6147
2170.0		169.24
2180.0		168.8645
2190.0		168.4881
2200.0		168.1108
2210.0		167.7326
2220.0		167.3535
2230.0		166.9735
2240.0		166.5926
2250.0		166.2109
2260.0		165.8283
2270.0		165.4447
2280.0		165.0604
2290.0		164.6751
2300.0		164.2889
2310.0		163.9019
2320.0		163.514
2330.0		163.1253
2340.0		162.7357
2350.0		162.3452
2360.0		161.9538
2370.0		161.5616
2380.0		161.1686
2390.0		160.7746
2400.0		160.3799
2410.0		159.9843
2420.0		159.5878
2430.0		159.1905
2440.0		158.7924
2450.0		158.3934
2460.0		157.9936
2470.0		157.593
2480.0		157.1915
2490.0		156.7893
2500.0		156.3862
2510.0		155.9823
2520.0		155.5776
2530.0		155.1721
2540.0		154.7658
2550.0		154.3588
2560.0		153.9509
2570.0		153.5422
2580.0		153.1328
2590.0		152.7226
2600.0		152.3117
2610.0		151.9
2620.0		151.4875
2630.0		151.0743
2640.0		150.6603
2650.0		150.2456
2660.0		149.8302
2670.0		149.4141
2680.0		148.9972
2690.0		148.5797
2700.0		148.1614
2710.0		147.7425
2720.0		147.3229
2730.0		146.9026
2740.0		146.4816
2750.0		146.06
2760.0		145.6377
2770.0		145.2148
2780.0		144.7913
2790.0		144.3672
2800.0		143.9424
2810.0		143.517
2820.0		143.0911
2830.0		142.6646
2840.0		142.2375
2850.0		141.8098
2860.0		141.3816
2870.0		140.9529
2880.0		140.5237
2890.0		140.0939
2900.0		139.6637
2910.0		139.2329
2920.0		138.8017
2930.0		138.3701
2940.0		137.938
2950.0		137.5054
2960.0		137.0725
2970.0		136.6392
2980.0		136.2055
2990.0		135.7714
3000.0		135.337
