T(K)		V(bohr^3)
1740.0		15210.9568
1750.0		15215.0054
1760.0		15219.0692
1770.0		15223.1486
1780.0		15227.2437
1790.0		15231.3544
1800.0		15235.4809
1810.0		15239.6233
1820.0		15243.7817
1830.0		15247.9563
1840.0		15252.1471
1850.0		15256.3542
1860.0		15260.5778
1870.0		15264.818
1880.0		15269.0748
1890.0		15273.3485
1900.0		15277.6391
1910.0		15281.9467
1920.0		15286.2715
1930.0		15290.6136
1940.0		15294.973
1950.0		15299.3499
1960.0		15303.7444
1970.0		15308.1567
1980.0		15312.5868
1990.0		15317.0349
2000.0		15321.501
2010.0		15325.9854
2020.0		15330.488
2030.0		15335.0091
2040.0		15339.5487
2050.0		15344.107
2060.0		15348.6841
2070.0		15353.28
2080.0		15357.8949
2090.0		15362.5293
2100.0		15367.1827
2110.0		15371.8554
2120.0		15376.5476
2130.0		15381.2594
2140.0		15385.9909
2150.0		15390.7422
2160.0		15395.5134
2170.0		15400.3047
2180.0		15405.1161
2190.0		15409.9478
2200.0		15414.7999
2210.0		15419.6725
2220.0		15424.5656
2230.0		15429.4794
2240.0		15434.4141
2250.0		15439.3697
2260.0		15444.3462
2270.0		15449.3439
2280.0		15454.3628
2290.0		15459.403
2300.0		15464.4647
2310.0		15469.5478
2320.0		15474.6526
2330.0		15479.779
2340.0		15484.9273
2350.0		15490.0974
2360.0		15495.2895
2370.0		15500.5036
2380.0		15505.7399
2390.0		15510.9984
2400.0		15516.2791
2410.0		15521.5823
2420.0		15526.9078
2430.0		15532.2559
2440.0		15537.6266
2450.0		15543.0199
2460.0		15548.4359
2470.0		15553.8746
2480.0		15559.3361
2490.0		15564.8205
2500.0		15570.3278
2510.0		15575.8581
2520.0		15581.4113
2530.0		15586.9876
2540.0		15592.5869
2550.0		15598.2093
2560.0		15603.8548
2570.0		15609.5234
2580.0		15615.2151
2590.0		15620.93
2600.0		15626.668
2610.0		15632.4292
2620.0		15638.2132
2630.0		15644.0206
2640.0		15649.8512
2650.0		15655.7048
2660.0		15661.5815
2670.0		15667.4811
2680.0		15673.4038
2690.0		15679.3493
2700.0		15685.3177
2710.0		15691.309
2720.0		15697.3229
2730.0		15703.3595
2740.0		15709.4188
2750.0		15715.5005
2760.0		15721.6046
2770.0		15727.7311
2780.0		15733.8797
2790.0		15740.0504
2800.0		15746.2431
2810.0		15752.4576
2820.0		15758.6938
2830.0		15764.9516
2840.0		15771.2307
2850.0		15777.5311
2860.0		15783.8526
2870.0		15790.1949
2880.0		15796.5579
2890.0		15802.9414
2900.0		15809.3453
2910.0		15815.7692
2920.0		15822.213
2930.0		15828.6765
2940.0		15835.1593
2950.0		15841.6614
2960.0		15848.1824
2970.0		15854.722
2980.0		15861.2801
2990.0		15867.8562
3000.0		15874.4502
