T(K)		B(GPa)
2310.0		155.0481
2320.0		154.6185
2330.0		154.1888
2340.0		153.7591
2350.0		153.3294
2360.0		152.8998
2370.0		152.4702
2380.0		152.0406
2390.0		151.6112
2400.0		151.1819
2410.0		150.7528
2420.0		150.3238
2430.0		149.8951
2440.0		149.4666
2450.0		149.0384
2460.0		148.6105
2470.0		148.183
2480.0		147.7558
2490.0		147.329
2500.0		146.9027
2510.0		146.4768
2520.0		146.0515
2530.0		145.6267
2540.0		145.2024
2550.0		144.7788
2560.0		144.3558
2570.0		143.9335
2580.0		143.5119
2590.0		143.0911
2600.0		142.671
2610.0		142.2518
2620.0		141.8335
2630.0		141.4161
2640.0		140.9997
2650.0		140.5843
2660.0		140.1699
2670.0		139.7566
2680.0		139.3444
2690.0		138.9334
2700.0		138.5236
2710.0		138.1151
2720.0		137.7079
2730.0		137.3021
2740.0		136.8976
2750.0		136.4947
2760.0		136.0932
2770.0		135.6933
2780.0		135.295
2790.0		134.8983
2800.0		134.5034
2810.0		134.1102
2820.0		133.7188
2830.0		133.3293
2840.0		132.9417
2850.0		132.5561
2860.0		132.1725
2870.0		131.791
2880.0		131.4116
2890.0		131.0344
2900.0		130.6595
2910.0		130.2869
2920.0		129.9167
2930.0		129.5489
2940.0		129.1836
2950.0		128.8208
2960.0		128.4606
2970.0		128.1032
2980.0		127.7484
2990.0		127.3965
3000.0		127.0474
