T(K)		B(GPa)
1490.0		184.192
1500.0		183.7754
1510.0		183.3581
1520.0		182.94
1530.0		182.5212
1540.0		182.1016
1550.0		181.6812
1560.0		181.2602
1570.0		180.8385
1580.0		180.416
1590.0		179.9929
1600.0		179.5692
1610.0		179.1448
1620.0		178.7197
1630.0		178.2941
1640.0		177.8678
1650.0		177.441
1660.0		177.0136
1670.0		176.5856
1680.0		176.1571
1690.0		175.7281
1700.0		175.2986
1710.0		174.8686
1720.0		174.4381
1730.0		174.0072
1740.0		173.5759
1750.0		173.1441
1760.0		172.7119
1770.0		172.2794
1780.0		171.8465
1790.0		171.4133
1800.0		170.9798
1810.0		170.5459
1820.0		170.1118
1830.0		169.6775
1840.0		169.2429
1850.0		168.8081
1860.0		168.3732
1870.0		167.9381
1880.0		167.5028
1890.0		167.0675
1900.0		166.632
1910.0		166.1965
1920.0		165.761
1930.0		165.3254
1940.0		164.8899
1950.0		164.4545
1960.0		164.0191
1970.0		163.5838
1980.0		163.1486
1990.0		162.7136
2000.0		162.2788
2010.0		161.8442
2020.0		161.4099
2030.0		160.9759
2040.0		160.5421
2050.0		160.1087
2060.0		159.6757
2070.0		159.2432
2080.0		158.811
2090.0		158.3794
2100.0		157.9482
2110.0		157.5177
2120.0		157.0877
2130.0		156.6583
2140.0		156.2296
2150.0		155.8017
2160.0		155.3744
2170.0		154.948
2180.0		154.5224
2190.0		154.0976
2200.0		153.6738
2210.0		153.2509
2220.0		152.829
2230.0		152.4081
2240.0		151.9883
2250.0		151.5697
2260.0		151.1522
2270.0		150.7359
2280.0		150.3209
2290.0		149.9073
2300.0		149.495
2310.0		149.0841
2320.0		148.6746
2330.0		148.2667
2340.0		147.8604
2350.0		147.4556
2360.0		147.0526
2370.0		146.6513
2380.0		146.2517
2390.0		145.854
2400.0		145.4581
2410.0		145.0643
2420.0		144.6724
2430.0		144.2826
2440.0		143.8949
2450.0		143.5093
2460.0		143.1261
2470.0		142.7451
2480.0		142.3665
2490.0		141.9903
2500.0		141.6166
2510.0		141.2454
2520.0		140.8769
2530.0		140.511
2540.0		140.1479
2550.0		139.7875
2560.0		139.4301
2570.0		139.0756
2580.0		138.7241
2590.0		138.3757
2600.0		138.0304
2610.0		137.6883
2620.0		137.3495
2630.0		137.0141
2640.0		136.6821
2650.0		136.3536
2660.0		136.0286
2670.0		135.7073
2680.0		135.3897
2690.0		135.0759
2700.0		134.7659
2710.0		134.4598
2720.0		134.1578
2730.0		133.8598
2740.0		133.5659
2750.0		133.2762
2760.0		132.9909
2770.0		132.7099
2780.0		132.4333
2790.0		132.1612
2800.0		131.8937
2810.0		131.6308
2820.0		131.3727
2830.0		131.1193
2840.0		130.8708
2850.0		130.6272
2860.0		130.3887
2870.0		130.1552
2880.0		129.9268
2890.0		129.7036
2900.0		129.4857
2910.0		129.2732
2920.0		129.066
2930.0		128.8644
2940.0		128.6682
2950.0		128.4777
2960.0		128.2928
2970.0		128.1137
2980.0		127.9403
2990.0		127.7728
3000.0		127.6111
