T(K)		B(GPa)
1340.0		189.8256
1350.0		189.4134
1360.0		189.0002
1370.0		188.5861
1380.0		188.1709
1390.0		187.7548
1400.0		187.3377
1410.0		186.9196
1420.0		186.5007
1430.0		186.0807
1440.0		185.6599
1450.0		185.2381
1460.0		184.8155
1470.0		184.392
1480.0		183.9675
1490.0		183.5423
1500.0		183.1161
1510.0		182.6892
1520.0		182.2614
1530.0		181.8328
1540.0		181.4033
1550.0		180.9731
1560.0		180.5422
1570.0		180.1104
1580.0		179.6779
1590.0		179.2447
1600.0		178.8108
1610.0		178.3762
1620.0		177.9408
1630.0		177.5048
1640.0		177.0682
1650.0		176.6309
1660.0		176.193
1670.0		175.7545
1680.0		175.3154
1690.0		174.8757
1700.0		174.4355
1710.0		173.9947
1720.0		173.5534
1730.0		173.1117
1740.0		172.6694
1750.0		172.2267
1760.0		171.7836
1770.0		171.34
1780.0		170.8961
1790.0		170.4517
1800.0		170.0071
1810.0		169.5621
1820.0		169.1167
1830.0		168.6712
1840.0		168.2253
1850.0		167.7792
1860.0		167.3329
1870.0		166.8864
1880.0		166.4398
1890.0		165.993
1900.0		165.5461
1910.0		165.0992
1920.0		164.6522
1930.0		164.2051
1940.0		163.7581
1950.0		163.3111
1960.0		162.8642
1970.0		162.4174
1980.0		161.9707
1990.0		161.5241
2000.0		161.0778
2010.0		160.6316
2020.0		160.1858
2030.0		159.7402
2040.0		159.2949
2050.0		158.85
2060.0		158.4055
2070.0		157.9615
2080.0		157.5179
2090.0		157.0748
2100.0		156.6322
2110.0		156.1903
2120.0		155.749
2130.0		155.3083
2140.0		154.8684
2150.0		154.4292
2160.0		153.9908
2170.0		153.5532
2180.0		153.1165
2190.0		152.6808
2200.0		152.246
2210.0		151.8123
2220.0		151.3796
2230.0		150.948
2240.0		150.5176
2250.0		150.0884
2260.0		149.6605
2270.0		149.2339
2280.0		148.8087
2290.0		148.3849
2300.0		147.9625
2310.0		147.5417
2320.0		147.1225
2330.0		146.705
2340.0		146.2891
2350.0		145.875
2360.0		145.4627
2370.0		145.0523
2380.0		144.6438
2390.0		144.2374
2400.0		143.833
2410.0		143.4307
2420.0		143.0306
2430.0		142.6328
2440.0		142.2372
2450.0		141.8441
2460.0		141.4534
2470.0		141.0653
2480.0		140.6797
2490.0		140.2968
2500.0		139.9166
2510.0		139.5392
2520.0		139.1647
2530.0		138.7931
2540.0		138.4245
2550.0		138.0591
2560.0		137.6968
2570.0		137.3377
2580.0		136.982
2590.0		136.6296
2600.0		136.2807
2610.0		135.9354
2620.0		135.5936
2630.0		135.2556
2640.0		134.9213
2650.0		134.591
2660.0		134.2645
2670.0		133.9421
2680.0		133.6237
2690.0		133.3096
2700.0		132.9997
2710.0		132.6941
2720.0		132.393
2730.0		132.0963
2740.0		131.8043
2750.0		131.5169
2760.0		131.2342
2770.0		130.9564
2780.0		130.6835
2790.0		130.4155
2800.0		130.1527
2810.0		129.8949
2820.0		129.6424
2830.0		129.3953
2840.0		129.1535
2850.0		128.9171
2860.0		128.6863
2870.0		128.4611
2880.0		128.2416
2890.0		128.0279
2900.0		127.82
2910.0		127.6181
2920.0		127.4221
2930.0		127.2322
2940.0		127.0484
2950.0		126.8708
2960.0		126.6995
2970.0		126.5345
2980.0		126.3759
2990.0		126.2237
3000.0		126.0781
