T(K)		V(bohr^3)
1470.0		15103.3091
1480.0		15106.8276
1490.0		15110.356
1500.0		15113.8946
1510.0		15117.4433
1520.0		15121.0023
1530.0		15124.5715
1540.0		15128.1511
1550.0		15131.7412
1560.0		15135.3417
1570.0		15138.9528
1580.0		15142.5746
1590.0		15146.207
1600.0		15149.8502
1610.0		15153.5043
1620.0		15157.1693
1630.0		15160.8452
1640.0		15164.5323
1650.0		15168.2304
1660.0		15171.9398
1670.0		15175.6605
1680.0		15179.3925
1690.0		15183.136
1700.0		15186.8909
1710.0		15190.6575
1720.0		15194.4357
1730.0		15198.2256
1740.0		15202.0274
1750.0		15205.8411
1760.0		15209.6667
1770.0		15213.5044
1780.0		15217.354
1790.0		15221.2162
1800.0		15225.0906
1810.0		15228.9773
1820.0		15232.8766
1830.0		15236.7883
1840.0		15240.7127
1850.0		15244.6498
1860.0		15248.5997
1870.0		15252.5625
1880.0		15256.5383
1890.0		15260.5271
1900.0		15264.5291
1910.0		15268.5443
1920.0		15272.5728
1930.0		15276.6147
1940.0		15280.6701
1950.0		15284.7391
1960.0		15288.8218
1970.0		15292.9182
1980.0		15297.0285
1990.0		15301.1528
2000.0		15305.2911
2010.0		15309.4435
2020.0		15313.6102
2030.0		15317.7912
2040.0		15321.9866
2050.0		15326.1965
2060.0		15330.421
2070.0		15334.6602
2080.0		15338.9142
2090.0		15343.1831
2100.0		15347.4669
2110.0		15351.7659
2120.0		15356.08
2130.0		15360.4097
2140.0		15364.7545
2150.0		15369.1149
2160.0		15373.4908
2170.0		15377.8823
2180.0		15382.2897
2190.0		15386.7129
2200.0		15391.1522
2210.0		15395.6075
2220.0		15400.079
2230.0		15404.5667
2240.0		15409.0709
2250.0		15413.5915
2260.0		15418.1288
2270.0		15422.6827
2280.0		15427.2534
2290.0		15431.8411
2300.0		15436.4457
2310.0		15441.0674
2320.0		15445.7064
2330.0		15450.3626
2340.0		15455.0363
2350.0		15459.7275
2360.0		15464.4363
2370.0		15469.1629
2380.0		15473.9073
2390.0		15478.6696
2400.0		15483.4499
2410.0		15488.2484
2420.0		15493.0652
2430.0		15497.9002
2440.0		15502.7538
2450.0		15507.6259
2460.0		15512.5166
2470.0		15517.4261
2480.0		15522.3545
2490.0		15527.3018
2500.0		15532.2682
2510.0		15537.2538
2520.0		15542.2586
2530.0		15547.2828
2540.0		15552.3265
2550.0		15557.3897
2560.0		15562.4726
2570.0		15567.5753
2580.0		15572.6978
2590.0		15577.8402
2600.0		15583.0027
2610.0		15588.1854
2620.0		15593.3883
2630.0		15598.6115
2640.0		15603.8551
2650.0		15609.1192
2660.0		15614.404
2670.0		15619.7094
2680.0		15625.0356
2690.0		15630.3827
2700.0		15635.7507
2710.0		15641.1397
2720.0		15646.5499
2730.0		15651.9812
2740.0		15657.4335
2750.0		15662.9075
2760.0		15668.4029
2770.0		15673.9198
2780.0		15679.4582
2790.0		15685.0182
2800.0		15690.6
2810.0		15696.2035
2820.0		15701.8288
2830.0		15707.476
2840.0		15713.1451
2850.0		15718.8362
2860.0		15724.5494
2870.0		15730.2847
2880.0		15736.0421
2890.0		15741.8216
2900.0		15747.6236
2910.0		15753.4477
2920.0		15759.2941
2930.0		15765.1629
2940.0		15771.054
2950.0		15776.9676
2960.0		15782.9036
2970.0		15788.862
2980.0		15794.8428
2990.0		15800.8462
3000.0		15806.872
