T(K)		V(bohr^3)
1870.0		15243.0578
1880.0		15247.0754
1890.0		15251.1092
1900.0		15255.1594
1910.0		15259.2262
1920.0		15263.3097
1930.0		15267.41
1940.0		15271.5273
1950.0		15275.6618
1960.0		15279.8136
1970.0		15283.9828
1980.0		15288.1697
1990.0		15292.3744
2000.0		15296.5971
2010.0		15300.8378
2020.0		15305.0969
2030.0		15309.3744
2040.0		15313.6705
2050.0		15317.9855
2060.0		15322.3193
2070.0		15326.6724
2080.0		15331.0447
2090.0		15335.4365
2100.0		15339.8479
2110.0		15344.2792
2120.0		15348.7305
2130.0		15353.2024
2140.0		15357.6943
2150.0		15362.2069
2160.0		15366.7402
2170.0		15371.2945
2180.0		15375.8699
2190.0		15380.4666
2200.0		15385.0849
2210.0		15389.7249
2220.0		15394.3868
2230.0		15399.0708
2240.0		15403.7771
2250.0		15408.5059
2260.0		15413.2574
2270.0		15418.0318
2280.0		15422.8293
2290.0		15427.6502
2300.0		15432.4945
2310.0		15437.3626
2320.0		15442.2546
2330.0		15447.1707
2340.0		15452.1112
2350.0		15457.0762
2360.0		15462.066
2370.0		15467.0808
2380.0		15472.1207
2390.0		15477.1861
2400.0		15482.277
2410.0		15487.3938
2420.0		15492.5366
2430.0		15497.7056
2440.0		15502.9012
2450.0		15508.1234
2460.0		15513.3723
2470.0		15518.6486
2480.0		15523.9521
2490.0		15529.2832
2500.0		15534.6419
2510.0		15540.0287
2520.0		15545.4436
2530.0		15550.8869
2540.0		15556.3588
2550.0		15561.8594
2560.0		15567.3891
2570.0		15572.948
2580.0		15578.5363
2590.0		15584.1543
2600.0		15589.802
2610.0		15595.4798
2620.0		15601.1878
2630.0		15606.9262
2640.0		15612.6952
2650.0		15618.495
2660.0		15624.3258
2670.0		15630.1878
2680.0		15636.0811
2690.0		15642.0059
2700.0		15647.9624
2710.0		15653.9507
2720.0		15659.9708
2730.0		15666.0234
2740.0		15672.1083
2750.0		15678.2257
2760.0		15684.3757
2770.0		15690.5585
2780.0		15696.7741
2790.0		15703.0227
2800.0		15709.3044
2810.0		15715.6193
2820.0		15721.9676
2830.0		15728.3492
2840.0		15734.7644
2850.0		15741.2129
2860.0		15747.6956
2870.0		15754.2116
2880.0		15760.7615
2890.0		15767.3451
2900.0		15773.9626
2910.0		15780.6138
2920.0		15787.2989
2930.0		15794.0178
2940.0		15800.7706
2950.0		15807.5571
2960.0		15814.3773
2970.0		15821.2312
2980.0		15828.1186
2990.0		15835.0396
3000.0		15841.994
