T(K)		B(GPa)
1290.0		192.864
1300.0		192.4775
1310.0		192.0896
1320.0		191.7002
1330.0		191.3093
1340.0		190.9169
1350.0		190.523
1360.0		190.1276
1370.0		189.7308
1380.0		189.3325
1390.0		188.9327
1400.0		188.5315
1410.0		188.1288
1420.0		187.7246
1430.0		187.319
1440.0		186.9119
1450.0		186.5034
1460.0		186.0934
1470.0		185.682
1480.0		185.2691
1490.0		184.8548
1500.0		184.4391
1510.0		184.0219
1520.0		183.6034
1530.0		183.1834
1540.0		182.762
1550.0		182.3392
1560.0		181.915
1570.0		181.4894
1580.0		181.0625
1590.0		180.6341
1600.0		180.2044
1610.0		179.7733
1620.0		179.3408
1630.0		178.907
1640.0		178.4718
1650.0		178.0353
1660.0		177.5975
1670.0		177.1583
1680.0		176.7178
1690.0		176.276
1700.0		175.8329
1710.0		175.3885
1720.0		174.9428
1730.0		174.4958
1740.0		174.0476
1750.0		173.5981
1760.0		173.1474
1770.0		172.6954
1780.0		172.2422
1790.0		171.7877
1800.0		171.3321
1810.0		170.8753
1820.0		170.4173
1830.0		169.9581
1840.0		169.4977
1850.0		169.0362
1860.0		168.5736
1870.0		168.1098
1880.0		167.6449
1890.0		167.179
1900.0		166.7119
1910.0		166.2438
1920.0		165.7747
1930.0		165.3045
1940.0		164.8332
1950.0		164.361
1960.0		163.8878
1970.0		163.4136
1980.0		162.9385
1990.0		162.4624
2000.0		161.9854
2010.0		161.5075
2020.0		161.0287
2030.0		160.5491
2040.0		160.0686
2050.0		159.5873
2060.0		159.1052
2070.0		158.6224
2080.0		158.1388
2090.0		157.6544
2100.0		157.1694
2110.0		156.6836
2120.0		156.1972
2130.0		155.7102
2140.0		155.2226
2150.0		154.7344
2160.0		154.2456
2170.0		153.7563
2180.0		153.2665
2190.0		152.7763
2200.0		152.2856
2210.0		151.7945
2220.0		151.303
2230.0		150.8112
2240.0		150.3191
2250.0		149.8267
2260.0		149.334
2270.0		148.8412
2280.0		148.3482
2290.0		147.855
2300.0		147.3618
2310.0		146.8685
2320.0		146.3752
2330.0		145.8819
2340.0		145.3886
2350.0		144.8955
2360.0		144.4026
2370.0		143.9098
2380.0		143.4173
2390.0		142.9251
2400.0		142.4332
2410.0		141.9417
2420.0		141.4506
2430.0		140.96
2440.0		140.47
2450.0		139.9805
2460.0		139.4917
2470.0		139.0036
2480.0		138.5163
2490.0		138.0297
2500.0		137.5441
2510.0		137.0594
2520.0		136.5757
2530.0		136.093
2540.0		135.6115
2550.0		135.1311
2560.0		134.652
2570.0		134.1743
2580.0		133.6979
2590.0		133.223
2600.0		132.7497
2610.0		132.2779
2620.0		131.8078
2630.0		131.3395
2640.0		130.8731
2650.0		130.4085
2660.0		129.946
2670.0		129.4856
2680.0		129.0273
2690.0		128.5712
2700.0		128.1176
2710.0		127.6663
2720.0		127.2176
2730.0		126.7714
2740.0		126.328
2750.0		125.8873
2760.0		125.4496
2770.0		125.0148
2780.0		124.5831
2790.0		124.1546
2800.0		123.7294
2810.0		123.3076
2820.0		122.8893
2830.0		122.4746
2840.0		122.0636
2850.0		121.6564
2860.0		121.2531
2870.0		120.8538
2880.0		120.4587
2890.0		120.0678
2900.0		119.6813
2910.0		119.2993
2920.0		118.9219
2930.0		118.5492
2940.0		118.1813
2950.0		117.8184
2960.0		117.4606
2970.0		117.1079
2980.0		116.7606
2990.0		116.4187
3000.0		116.0823
