T(K)		V(bohr^3)
2370.0		15471.5101
2380.0		15476.2755
2390.0		15481.0588
2400.0		15485.8603
2410.0		15490.6799
2420.0		15495.5179
2430.0		15500.3743
2440.0		15505.2491
2450.0		15510.1426
2460.0		15515.0548
2470.0		15519.9858
2480.0		15524.9356
2490.0		15529.9045
2500.0		15534.8924
2510.0		15539.8996
2520.0		15544.926
2530.0		15549.9717
2540.0		15555.037
2550.0		15560.1218
2560.0		15565.2262
2570.0		15570.3504
2580.0		15575.4944
2590.0		15580.6584
2600.0		15585.8423
2610.0		15591.0464
2620.0		15596.2706
2630.0		15601.5151
2640.0		15606.7799
2650.0		15612.0652
2660.0		15617.3709
2670.0		15622.6973
2680.0		15628.0443
2690.0		15633.4121
2700.0		15638.8007
2710.0		15644.2102
2720.0		15649.6406
2730.0		15655.0918
2740.0		15660.5645
2750.0		15666.0583
2760.0		15671.5733
2770.0		15677.1096
2780.0		15682.6673
2790.0		15688.2463
2800.0		15693.8468
2810.0		15699.4688
2820.0		15705.1124
2830.0		15710.7776
2840.0		15716.4645
2850.0		15722.173
2860.0		15727.9033
2870.0		15733.6554
2880.0		15739.4292
2890.0		15745.2249
2900.0		15751.0425
2910.0		15756.882
2920.0		15762.7434
2930.0		15768.6267
2940.0		15774.5319
2950.0		15780.4592
2960.0		15786.4083
2970.0		15792.3795
2980.0		15798.3726
2990.0		15804.3876
3000.0		15810.4246
