T(K)		V(bohr^3)
1310.0		15038.7411
1320.0		15042.0317
1330.0		15045.3313
1340.0		15048.6398
1350.0		15051.9574
1360.0		15055.2841
1370.0		15058.62
1380.0		15061.9651
1390.0		15065.3195
1400.0		15068.6832
1410.0		15072.0564
1420.0		15075.4391
1430.0		15078.8314
1440.0		15082.2333
1450.0		15085.6449
1460.0		15089.0663
1470.0		15092.4975
1480.0		15095.9386
1490.0		15099.3898
1500.0		15102.851
1510.0		15106.3223
1520.0		15109.8038
1530.0		15113.2956
1540.0		15116.7977
1550.0		15120.3103
1560.0		15123.8334
1570.0		15127.3671
1580.0		15130.9114
1590.0		15134.4665
1600.0		15138.0324
1610.0		15141.6092
1620.0		15145.197
1630.0		15148.7958
1640.0		15152.4058
1650.0		15156.027
1660.0		15159.6595
1670.0		15163.3034
1680.0		15166.9588
1690.0		15170.6258
1700.0		15174.3044
1710.0		15177.9947
1720.0		15181.6969
1730.0		15185.411
1740.0		15189.1371
1750.0		15192.8753
1760.0		15196.6257
1770.0		15200.3883
1780.0		15204.1634
1790.0		15207.9509
1800.0		15211.7509
1810.0		15215.5637
1820.0		15219.3891
1830.0		15223.2272
1840.0		15227.0786
1850.0		15230.9429
1860.0		15234.8204
1870.0		15238.7111
1880.0		15242.6151
1890.0		15246.5326
1900.0		15250.4637
1910.0		15254.4083
1920.0		15258.3668
1930.0		15262.3391
1940.0		15266.3253
1950.0		15270.3256
1960.0		15274.3401
1970.0		15278.3689
1980.0		15282.412
1990.0		15286.4696
2000.0		15290.542
2010.0		15294.629
2020.0		15298.7308
2030.0		15302.8476
2040.0		15306.9795
2050.0		15311.1265
2060.0		15315.2888
2070.0		15319.4665
2080.0		15323.6597
2090.0		15327.8686
2100.0		15332.0932
2110.0		15336.3337
2120.0		15340.5902
2130.0		15344.8628
2140.0		15349.1516
2150.0		15353.4568
2160.0		15357.7787
2170.0		15362.1171
2180.0		15366.4721
2190.0		15370.844
2200.0		15375.2329
2210.0		15379.6389
2220.0		15384.0622
2230.0		15388.5028
2240.0		15392.9609
2250.0		15397.4366
2260.0		15401.93
2270.0		15406.4414
2280.0		15410.9707
2290.0		15415.5182
2300.0		15420.084
2310.0		15424.6682
2320.0		15429.2709
2330.0		15433.8923
2340.0		15438.5325
2350.0		15443.1917
2360.0		15447.8699
2370.0		15452.5673
2380.0		15457.2841
2390.0		15462.0204
2400.0		15466.7763
2410.0		15471.5519
2420.0		15476.3475
2430.0		15481.1631
2440.0		15485.9988
2450.0		15490.8549
2460.0		15495.7314
2470.0		15500.6285
2480.0		15505.5463
2490.0		15510.4849
2500.0		15515.4445
2510.0		15520.4254
2520.0		15525.4275
2530.0		15530.451
2540.0		15535.496
2550.0		15540.5627
2560.0		15545.6513
2570.0		15550.7618
2580.0		15555.8944
2590.0		15561.0492
2600.0		15566.2264
2610.0		15571.4261
2620.0		15576.6484
2630.0		15581.8935
2640.0		15587.1614
2650.0		15592.4524
2660.0		15597.7666
2670.0		15603.104
2680.0		15608.4649
2690.0		15613.8493
2700.0		15619.2573
2710.0		15624.6892
2720.0		15630.1449
2730.0		15635.6247
2740.0		15641.1286
2750.0		15646.6568
2760.0		15652.2094
2770.0		15657.7865
2780.0		15663.3879
2790.0		15669.0143
2800.0		15674.6656
2810.0		15680.3418
2820.0		15686.043
2830.0		15691.7693
2840.0		15697.5208
2850.0		15703.2976
2860.0		15709.0999
2870.0		15714.9276
2880.0		15720.7809
2890.0		15726.6598
2900.0		15732.5645
2910.0		15738.495
2920.0		15744.4512
2930.0		15750.4336
2940.0		15756.4419
2950.0		15762.4763
2960.0		15768.5368
2970.0		15774.6234
2980.0		15780.7362
2990.0		15786.8753
3000.0		15793.0406
