T(K)		B(GPa)
1400.0		193.5428
1410.0		193.2039
1420.0		192.8639
1430.0		192.5229
1440.0		192.1807
1450.0		191.8374
1460.0		191.4931
1470.0		191.1477
1480.0		190.8011
1490.0		190.4535
1500.0		190.1048
1510.0		189.7551
1520.0		189.4042
1530.0		189.0523
1540.0		188.6992
1550.0		188.3451
1560.0		187.99
1570.0		187.6337
1580.0		187.2764
1590.0		186.9181
1600.0		186.5586
1610.0		186.1981
1620.0		185.8365
1630.0		185.4739
1640.0		185.1102
1650.0		184.7455
1660.0		184.3797
1670.0		184.0128
1680.0		183.6449
1690.0		183.276
1700.0		182.906
1710.0		182.535
1720.0		182.1629
1730.0		181.7898
1740.0		181.4157
1750.0		181.0406
1760.0		180.6644
1770.0		180.2872
1780.0		179.909
1790.0		179.5298
1800.0		179.1495
1810.0		178.7683
1820.0		178.3861
1830.0		178.0028
1840.0		177.6186
1850.0		177.2334
1860.0		176.8472
1870.0		176.46
1880.0		176.0718
1890.0		175.6827
1900.0		175.2925
1910.0		174.9015
1920.0		174.5094
1930.0		174.1164
1940.0		173.7225
1950.0		173.3276
1960.0		172.9318
1970.0		172.5351
1980.0		172.1374
1990.0		171.7388
2000.0		171.3393
2010.0		170.9389
2020.0		170.5375
2030.0		170.1353
2040.0		169.7322
2050.0		169.3282
2060.0		168.9233
2070.0		168.5176
2080.0		168.111
2090.0		167.7036
2100.0		167.2953
2110.0		166.8861
2120.0		166.4761
2130.0		166.0653
2140.0		165.6537
2150.0		165.2413
2160.0		164.8281
2170.0		164.4141
2180.0		163.9993
2190.0		163.5837
2200.0		163.1674
2210.0		162.7503
2220.0		162.3325
2230.0		161.914
2240.0		161.4947
2250.0		161.0747
2260.0		160.654
2270.0		160.2326
2280.0		159.8106
2290.0		159.3878
2300.0		158.9644
2310.0		158.5404
2320.0		158.1158
2330.0		157.6905
2340.0		157.2646
2350.0		156.8381
2360.0		156.411
2370.0		155.9834
2380.0		155.5552
2390.0		155.1265
2400.0		154.6972
2410.0		154.2675
2420.0		153.8372
2430.0		153.4065
2440.0		152.9753
2450.0		152.5436
2460.0		152.1116
2470.0		151.6791
2480.0		151.2462
2490.0		150.8129
2500.0		150.3793
2510.0		149.9453
2520.0		149.511
2530.0		149.0764
2540.0		148.6414
2550.0		148.2063
2560.0		147.7708
2570.0		147.3352
2580.0		146.8993
2590.0		146.4633
2600.0		146.0271
2610.0		145.5907
2620.0		145.1542
2630.0		144.7177
2640.0		144.281
2650.0		143.8443
2660.0		143.4076
2670.0		142.9709
2680.0		142.5342
2690.0		142.0975
2700.0		141.661
2710.0		141.2245
2720.0		140.7882
2730.0		140.352
2740.0		139.916
2750.0		139.4802
2760.0		139.0447
2770.0		138.6094
2780.0		138.1745
2790.0		137.7399
2800.0		137.3056
2810.0		136.8718
2820.0		136.4384
2830.0		136.0055
2840.0		135.573
2850.0		135.1411
2860.0		134.7098
2870.0		134.2791
2880.0		133.849
2890.0		133.4196
2900.0		132.9909
2910.0		132.563
2920.0		132.1359
2930.0		131.7096
2940.0		131.2842
2950.0		130.8597
2960.0		130.4361
2970.0		130.0136
2980.0		129.5921
2990.0		129.1717
3000.0		128.7525
