VEC mean,APE mean,Electronegativity local mismatch,Shear modulus delta,Shear modulus mean,Mixing enthalpy,Shear modulus strength model,Nb,Mo,Radii gamma,SFE
5.69,0.0021163664946873,0.1327050000000001,0.3697746100384733,94.8177,5.014800000000001,-0.073240414291179,24,66,1.0440328340041227,1.0434
5.710000000000001,0.0033626358316926,0.155625,0.3429148363827105,110.5443,5.1212,-0.065575478292666,10,40,1.044142156732499,0.9408
5.75,0.0055895968801967,0.1413599999999999,0.3990377535996177,124.0575,5.949999999999999,-0.0908832376613581,24,1,1.0443999289692962,0.9257
5.220000000000001,0.020966763208693,0.10872,0.6225068249801936,57.4386,4.332800000000001,-0.1123144917364252,74,18,1.0438319280517212,1.1371
5.5,-0.0115075610171727,0.17736,0.5240392631364459,89.619,6.699999999999999,-0.1153065024590486,37,26,1.0440282937127088,1.4151
5.5600000000000005,-0.007384727681997,0.185325,0.3793482969787618,112.7868,6.812800000000001,-0.071986873057156,4,5,1.0441170431195084,1.9796
5.549999999999999,-0.0078631117322765,0.160785,0.4921982111421572,85.45949999999998,6.154000000000001,-0.101545080378046,40,46,1.044001076760294,1.5554
5.92,-0.0021710187101024,0.0791249999999999,0.2328626134547699,133.59359999999998,2.096,-0.0367021510540731,6,29,1.0444254510721191,2.0813
5.92,0.0182096686842598,0.0730199999999999,0.1923866751216647,121.3896,1.6752000000000002,-0.0210713352611377,1,66,1.0442429731158869,2.1144
5.420000000000001,-0.0172132921826254,0.18216,0.6388920689580616,86.80860000000001,7.618400000000001,-0.1546999475940081,53,2,1.0440828553320645,1.3749
5.129999999999999,0.0011780251033941,0.077625,0.5494141681702294,60.24089999999999,3.035200000000001,-0.0899652210949097,55,6,1.0437423844456022,1.1291
5.32,-0.0235538307315721,0.1335000000000001,0.285502823105082,84.1836,4.473600000000001,-0.0328915853146653,1,30,1.0437267617704966,1.2821
5.290000000000001,-0.003110137633737,0.138225,0.4997474207296571,76.1337,5.1256,-0.0974560046170444,33,18,1.043818467003406,1.2549
5.57,-0.0065169330328488,0.176625,0.5103782890408471,94.0341,6.6744,-0.1116789213839657,37,30,1.0440896875396672,1.7062
5.62,-0.002949259318546,0.16152,0.3791240567041317,98.8506,5.5952,-0.0740377632128164,16,46,1.0440260240101211,1.8202
5.720000000000001,0.0041397771965551,0.144045,0.3661401078102343,104.0556,4.976,-0.0714089151398576,18,53,1.0441124808813973,0.8582
5.57,-0.0064220216360445,0.1528200000000001,0.3609505692581338,91.7181,5.4272,-0.0695747874339607,17,53,1.0439399936016334,1.886
5.41,-0.0023215655159211,0.15618,0.4250254575161484,84.1053,5.5764000000000005,-0.0828418507381757,22,33,1.043861129512082,1.3327
5.529999999999999,-0.0093844854591323,0.1716,0.3505654403689041,98.7849,5.764799999999999,-0.055835254267003,5,35,1.043949029449867,1.8071
5.7,0.0026166204469545,0.16326,0.3623367492557378,118.317,5.804,-0.0783445094812113,11,16,1.0442429731158869,1.1223
5.14,0.0222599424876294,0.086925,0.710407101342328,53.15219999999999,3.6352,-0.1255769101454451,84,3,1.0438319280517216,1.0813
5.83,0.0118434916980583,0.1196249999999999,0.2957435938377269,118.7439,3.624,-0.0536686710666251,9,46,1.0442498681320551,0.7973
5.6,-0.0045371466028561,0.181485,0.3546835612687318,115.296,6.48,-0.0617237420526511,2,9,1.044139872185801,1.8282
5.59,-0.005146916299368,0.173265,0.3639691491379149,103.2807,5.8468,-0.066053313876133,8,34,1.0440282937127088,1.9602
5.380000000000001,-0.0200425170854581,0.158325,0.5456449936169742,77.99940000000002,6.010400000000001,-0.1121670573529377,43,25,1.043910659456588,1.3041
5.8,0.0096935973119812,0.1334849999999999,0.2948129062241896,122.73,4.176,-0.0537235760430763,6,31,1.0442774753343809,0.8052
5.620000000000001,-0.0030826785069844,0.1783199999999999,0.3693025801827559,112.0746,6.2232,-0.0729685247532299,7,18,1.0441330203357304,1.7179
5.49,-0.0121684525356691,0.168,0.5312047868102387,83.5557,6.412,-0.110821874440316,43,35,1.0439897488928265,1.3542
5.4,-0.0122175392067198,0.15504,0.3616228385135003,87.69,5.328000000000001,-0.0593752220129436,9,32,1.0438251962224998,1.3433
5.89,0.0084161176757676,0.0844799999999999,0.2316980231133166,138.0717,2.8224,-0.0373856373970193,5,11,1.0444719498515092,1.8006
5.8,0.009843441688001,0.1095,0.2675123416771479,107.598,3.615999999999999,-0.0417405029072667,8,70,1.044103359976406,0.7325
5.42,-0.0172100931103224,0.175725,0.6075543442503022,82.9086,6.9648,-0.1354720024083778,50,15,1.04401694815249,1.3462
5.72,0.0042066704637129,0.1320000000000001,0.3603448613604175,99.0276,4.816,-0.0691854688207985,21,64,1.044069198930165,0.8475
5.400000000000001,-0.0185683290362407,0.1575,0.5948622222370676,73.45800000000001,6.191999999999998,-0.1204882010382605,57,30,1.0439422521239734,1.2854
5.73,0.0047467128963714,0.153945,0.3203790366641595,115.7109,4.9596,-0.0582302201935051,6,34,1.0441833296657816,0.7854
5.340000000000001,-0.0159325589578654,0.16038,0.429142955701849,89.75820000000002,5.7856000000000005,-0.0793289438315955,10,12,1.0438498923690678,1.3242
5.74,0.005432234934442,0.1511249999999999,0.3092196681915087,124.9902,5.2352,-0.0565214750200292,4,13,1.0442866873967207,0.8302
5.2,-0.0115054570545251,0.09894,0.4155034457879488,69.47999999999999,3.5680000000000005,-0.0696007767025091,30,18,1.0437111531796175,1.1824
5.630000000000001,-0.0021716380713946,0.14832,0.3123116730554011,97.7859,5.066399999999999,-0.0527376695349777,9,57,1.0439716396088097,1.5767
5.37,-0.0207709564069121,0.167985,0.6511565209478813,77.3121,6.780399999999999,-0.1425164711612173,58,12,1.0439920138773453,1.2974
5.23,0.006760857401704,0.120945,0.5893349978538762,67.0659,4.7072,-0.1109432053230183,53,12,1.043822952859533,1.1947
5.48,-0.0129836315291196,0.1862999999999999,0.5426973551089722,95.9964,7.4112,-0.1343959489349466,35,6,1.0440919655361858,1.4399
5.459999999999999,-0.0142839934206366,0.158805,0.4808515274495925,81.7218,5.9328,-0.0988404140095731,36,39,1.0439219359675267,1.327
5.69,0.0019245152752599,0.16098,0.3641156007277138,123.0537,6.268000000000001,-0.081376913585141,11,1,1.0443005145616744,1.2236
5.75,0.0061820438840167,0.1490399999999999,0.3509334017465631,115.5855,4.98,-0.0725805176621438,13,33,1.0442268952823983,0.8031
5.5,-0.0114905404729483,0.169125,0.4345264592995551,90.951,6.04,-0.0888512880426126,22,35,1.0439535491334546,1.4219
5.21,-0.0036980260384271,0.10248,0.4612555267038378,66.8313,3.7804,-0.0793762322264855,40,19,1.0437401517718143,1.1828
5.550000000000001,-0.0079530735266309,0.171585,0.4036741695353647,96.6675,5.986,-0.0805109289484432,16,36,1.0439920138773453,1.8236
5.300000000000001,-0.0257649062995179,0.147165,0.6703635967282704,68.85300000000001,5.932000000000001,-0.1369449851727328,65,13,1.0439241921471771,1.2281
5.8,0.0048483739762933,0.1255649999999999,0.3255219254245258,129.474,4.784000000000001,-0.0689134014721719,13,7,1.0444045666003652,0.8372
5.739999999999999,0.0056454571265344,0.1212,0.2238032875149086,104.7222,3.9608,-0.0254255848849931,1,70,1.0440192166741111,0.7429
5.1,0.0089635594861591,0.063765,0.5905077383718621,54.459,2.58,-0.0931172346813939,69,3,1.043753552133332,1.0888
5.33,-0.0039439104306949,0.159225,0.5178344221155153,84.0429,6.024400000000001,-0.1126759305550329,28,10,1.0438881283474255,1.2983
5.03,0.0254378532338121,0.0204,0.2993874405198807,63.651900000000005,0.7648,-0.0356558338118147,23,1,1.043582364040751,1.0347
5.260000000000001,-0.0159895707006234,0.14118,0.4804231180233647,83.49180000000001,5.3376,-0.0972891476631845,18,4,1.0438139823066284,1.2462
5.19,-0.0131094821482251,0.111465,0.5059601484604288,74.1567,4.2704,-0.0968431979467227,29,4,1.043760256203109,1.1937
5.290000000000001,0.0061711074762822,0.1293000000000001,0.5163607962854124,69.47370000000001,4.8788,-0.0976508276247153,46,25,1.043816224510128,1.2346
5.609999999999999,-0.0037126941095698,0.1701,0.3716527518175826,102.9153,5.7752,-0.0710185877169663,11,37,1.04404418990521,1.9292
5.220000000000001,0.0123968322700705,0.117645,0.628322694235844,63.78660000000001,4.664,-0.1174575224268226,62,11,1.0438364173887276,1.1863
5.44,-0.0022841791770878,0.1563000000000001,0.3982757989113671,85.71119999999999,5.5312,-0.0763405717895838,19,38,1.0438656264055972,1.3476
5.24,0.0172309155829625,0.1296,0.6798435765671039,65.0292,5.264,-0.1351823959570561,67,8,1.043883625627576,1.1885
5.630000000000001,-0.0022678537917323,0.162945,0.3302697078140895,103.5579,5.3756,-0.0542885805584542,6,44,1.0440237546028666,1.432
5.640000000000001,-0.0015612567673946,0.1742399999999999,0.4826640648571836,103.4172,6.604800000000001,-0.1093036007929834,33,24,1.0441879104205156,1.8969
5.5200000000000005,-0.0101089500593564,0.17376,0.373566391856979,98.1216,5.926400000000001,-0.0657602115658095,8,32,1.0439580699906637,1.6456
5.869999999999999,0.0148029720522281,0.077625,0.220265409089073,110.40509999999998,2.5436,-0.0297591319626326,6,80,1.0441330203357304,0.9412
5.65,-0.0008552274590511,0.174,0.4734250287282657,108.2325,6.756,-0.1115146468875558,31,15,1.044236080810124,1.8706
5.15,-0.0131098197525883,0.09456,0.5171799780965637,70.6515,3.7,-0.0957309460527519,33,1,1.043737919385811,1.1577
5.29,-0.0061039578982499,0.151665,0.5353997626130089,82.5897,5.8744,-0.1186257893651832,29,4,1.0438723739291127,1.2889
5.75,0.0061785799071836,0.1484999999999999,0.3397903921731516,115.4655,4.880000000000001,-0.0680140977900657,11,35,1.0442131260112262,0.7831
5.52,-0.0099591721183721,0.1512450000000001,0.4111329686323542,84.81360000000001,5.6128,-0.085050819319274,28,51,1.043917424485867,1.4099
5.73,0.0047924293187633,0.14976,0.3505972707309209,110.1789,4.969600000000001,-0.0690256183205432,13,43,1.0441581569191356,0.8363
5.92,0.0182076114182674,0.0737249999999999,0.2013016280456854,121.4496,1.7184,-0.0239602458992403,2,65,1.0442498681320551,1.5298
5.2700000000000005,-0.0230746965826905,0.144,0.4270770653689641,87.39510000000001,5.3024,-0.0740491496154237,7,5,1.0437960551035792,1.2699
5.34,-0.0037473744646382,0.1444050000000001,0.4493681527232926,78.8742,5.2248,-0.0866422433367256,27,27,1.043820709786522,1.2982
5.250000000000001,0.0101432945566286,0.1365,0.6469270871884769,70.4205,5.510000000000001,-0.1351253712801779,56,5,1.043883625627576,1.2402
5.16,0.0024746704393185,0.0987,0.6095017066235279,64.5708,3.9744000000000006,-0.1135945379426161,54,2,1.0437915761964778,1.1623
5.17,0.0033324167010819,0.091785,0.5373768829875729,61.6941,3.5212,-0.0902965424925864,54,12,1.0437580212249518,1.1434
5.5,-0.0114287100142842,0.1597650000000001,0.4568019027195945,84.85499999999999,5.920000000000001,-0.0941178948763476,32,43,1.043939993601633,1.3805
5.25,0.0074508939522683,0.12834,0.591035289282679,68.6925,4.99,-0.1138276823307076,52,13,1.0438386624926652,1.2194
5.52,-0.009958452472762,0.1527000000000001,0.4814771032392255,80.8176,5.942399999999999,-0.1008122475510623,42,50,1.0439535491334553,1.3823
5.65,-0.0009023171159933,0.17106,0.4092491646822003,117.8085,6.784000000000001,-0.098863795029397,17,1,1.044268268105483,1.7657
5.619999999999999,-0.0030021762261956,0.1778999999999999,0.4662876116392234,111.0426,7.1448,-0.1160638132131616,27,4,1.0442429731158869,1.9613
5.07,0.0284207395672451,0.04752,0.3818915815953876,67.33709999999999,1.81,-0.0533014822295005,22,1,1.0436244479369483,1.0772
5.460000000000001,-0.0144070892068679,0.17478,0.4031652533129166,95.4138,6.1024,-0.0750683438359538,10,24,1.0439309624421291,1.4397
5.81,0.0104308960100005,0.1297799999999999,0.3285723548791234,122.1333,4.2896,-0.0671665142606525,13,29,1.0443143526243628,0.8069
5.59,-0.0050962381861512,0.178305,0.5202359100567322,96.5847,6.840800000000001,-0.1154263822919729,39,26,1.0441353039874774,1.7552
5.8,0.0097022230198712,0.1286399999999999,0.2794171447828039,130.422,4.416,-0.0492711726697591,4,12,1.0443605583796831,1.1052
5.59,-0.0049882534199085,0.1495050000000001,0.2804911528809233,96.3447,5.030800000000001,-0.0402075870994551,4,56,1.043919680080443,2.0004
5.04,0.0261849906652854,0.027405,0.3174640206906716,65.11919999999999,1.032,-0.0386265005460063,21,1,1.0435890020481269,1.0447
5.3100000000000005,-0.0082087519369621,0.156465,0.508887035786493,85.0923,5.9556,-0.1110205699985122,24,6,1.0438746236860534,1.2909
5.800000000000001,0.0098207208057446,0.112965,0.2550388338820591,109.65,3.5680000000000005,-0.03662464958555,5,67,1.0441102002088374,0.7528
5.4,-0.0187496961708768,0.174885,0.4188416355333099,96.126,6.304,-0.0775025768792517,7,11,1.0439151691837394,1.3749
5.43,-0.0164962848800082,0.168225,0.5005820352925363,85.27590000000001,6.227600000000001,-0.1060328569114036,32,26,1.0439377353723387,1.3406
5.64,-0.0014789276260805,0.15408,0.4529315325727982,92.6892,5.824,-0.091827366612508,34,52,1.044062374732581,1.8438
5.2,0.0060548318556751,0.110685,0.5964419854386405,65.02799999999999,4.344,-0.1098328683590725,55,9,1.0438072574342094,1.178
5.34,-0.023007781825032,0.1672799999999999,0.57740360224514,85.05420000000001,6.6808,-0.137760242439587,37,2,1.0439558094153267,1.3264
5.8,-0.0015241108520535,0.1305599999999999,0.3401999358050593,125.502,4.704000000000001,-0.0726648375829964,15,16,1.0443674997306631,0.8207
5.609999999999999,-0.0036219819137436,0.15624,0.3617729779684843,96.4593,5.435999999999999,-0.0684494643935221,15,51,1.0439897488928265,1.8542
5.38,0.0054616894445739,0.1484850000000001,0.4787272744676474,77.2074,5.507199999999999,-0.0956051228875193,36,33,1.0438588815017946,1.284
5.18,-0.0059061717203407,0.098325,0.499562141097193,67.2774,3.6992,-0.0861253175704896,40,11,1.0437423844456015,1.1666
5.1800000000000015,0.0229684477651364,0.10206,0.6980818185828213,55.6014,4.1912,-0.1266058075149145,81,8,1.0438476458126953,1.1174
5.279999999999999,-0.0015985966227044,0.12672,0.4714367407350646,72.1224,4.6656,-0.0878914416552504,36,24,1.0437870984458997,1.2345
5.420000000000001,-0.0157915720018923,0.163125,0.343225718964935,92.6766,5.508800000000001,-0.0464592094731428,2,29,1.043845399546928,1.3738
5.27,-0.0272391624853149,0.132945,0.3472861728273535,85.1751,4.5952,-0.0428124576485161,1,16,1.0437334554769186,1.2539
5.53,-0.0095042488833552,0.185145,0.3661832598219565,107.8449,6.469600000000001,-0.0585085080751887,1,14,1.04403510459307,1.7549
5.74,0.0054841768032933,0.1463249999999999,0.3372352094761449,126.8382,5.620799999999999,-0.0722856053637835,10,3,1.0443466838934023,0.8732
5.430000000000001,-0.0165395068611431,0.176625,0.5284339076496244,88.6839,6.7008,-0.1199021401634944,33,16,1.0439852198068265,1.3703
5.19,0.0235624095548259,0.1008,0.3097117680267423,79.5447,3.4744,-0.0337326305865729,1,13,1.043657744661883,1.1783
5.5600000000000005,-0.0072534145148915,0.17358,0.4168467638549645,97.6308,6.105600000000001,-0.0860883291498853,18,34,1.04401694815249,1.7884
5.160000000000001,-0.0052613694651927,0.095325,0.5408600190170827,66.88680000000001,3.7024,-0.0964660768316383,43,5,1.043753552133332,1.1598
5.8100000000000005,0.0105870161551103,0.099465,0.2642264117630849,105.5853,3.478,-0.0423936495024989,10,76,1.0440919655361858,0.7327
5.500000000000001,-0.0115352253806554,0.174885,0.4155966364941257,95.367,6.14,-0.0829945738701557,15,29,1.043964853478063,1.5159
5.67,0.0005202110697906,0.1700249999999999,0.415669637337863,111.4911,6.1988,-0.0958002657315577,20,20,1.0442108321842842,1.4362
5.69,0.0019469360114129,0.1629,0.394045945414702,119.6937,6.3344000000000005,-0.0930749630292566,17,5,1.0442959042964972,1.3052
5.890000000000001,0.0160935393948178,0.0919049999999999,0.2739592028572727,119.7717,2.6044000000000005,-0.0462982310565342,10,56,1.0442751730741766,0.9616
5.390000000000001,-0.0102756423048823,0.1716,0.4434277429841847,92.6667,6.2296,-0.0893037798297471,13,13,1.043908405031445,1.3658
5.6000000000000005,-0.0044918224025266,0.18126,0.406576904901271,110.00400000000002,6.584000000000001,-0.0907280916233169,13,14,1.044142156732499,1.9159
5.33,0.0010336532118924,0.155745,0.5374677118654982,80.3709,5.902399999999999,-0.1140704717067957,35,14,1.043885876841694,1.295
5.94,0.0195956406643409,0.0664799999999999,0.1862831324511202,124.5642,1.3192,-0.0199342003097484,1,62,1.044284383927782,1.5598
5.090000000000001,0.021771269898472,0.05208,0.551603666923904,46.1997,2.1004,-0.0769086638586666,88,7,1.0437669628676725,1.0904
5.08,0.0276488395642895,0.051285,0.3865742330480726,66.50040000000001,1.92,-0.0544789389028624,25,3,1.0436333207906716,1.0944
5.31,-0.0173621338518504,0.153225,0.4361843903736364,87.66029999999999,5.573599999999999,-0.0809873374173029,11,10,1.0438274398754803,1.3054
5.529999999999999,-0.0094477846830451,0.181545,0.4107980162093387,101.4369,6.401999999999999,-0.0841601040802404,12,22,1.0440237546028666,1.6643
5.35,-0.0216386661936999,0.167385,0.4019532602005817,95.6415,6.071999999999999,-0.062053185802357,1,6,1.0438678752889443,1.3328
5.48,-0.0129582495600383,0.1755,0.4606196992096595,92.3004,6.348800000000001,-0.0985083001102625,23,26,1.0439739022400816,1.4125
5.720000000000001,0.0040165404197468,0.15792,0.3105048706262776,118.0356,5.104,-0.0525290010609146,3,28,1.0441924923739303,0.8607
5.48,-0.012976803779591,0.1755,0.3982920009815816,96.3564,6.0992,-0.0742046018011852,10,26,1.0439445109394196,1.5217
5.6000000000000005,-0.0043041442484892,0.1524600000000001,0.2904056263271261,97.932,5.088000000000001,-0.0416560129425501,4,54,1.043939993601633,1.782
5.230000000000001,0.0102186119366714,0.125385,0.6343803515106464,66.99390000000001,4.9996,-0.1243728131052821,58,8,1.0438521392161046,1.2102
5.5,-0.0115124008810701,0.17736,0.5149599296234834,90.243,6.66,-0.1135130930906217,35,26,1.0440237546028666,1.4104
5.540000000000001,-0.0086908689560543,0.1862999999999999,0.5264177536659528,100.3122,7.4168,-0.1296351519824017,35,8,1.0441512979043028,1.5099
5.14,-0.0017535689486769,0.089205,0.5833858298090098,64.5042,3.5824000000000003,-0.1056630102436047,50,1,1.0437647270244113,1.1547
5.61,-0.0036832886480175,0.179865,0.5122905951284398,102.6153,7.0648,-0.1194267413391008,37,16,1.044199367552661,1.9599
5.42,-0.0173244454956222,0.1788,0.4383880556008646,96.9366,6.5416,-0.0898254172321398,11,10,1.0439512891449887,1.3992
5.859999999999999,0.0139357204306269,0.1093649999999999,0.2608362823439261,128.1018,3.196,-0.044092621083956,5,31,1.044344372543283,1.0502
5.529999999999999,-0.0093724675811965,0.186945,0.5615226330353144,98.7729,7.714799999999999,-0.1384520285139269,42,4,1.0441741717503847,1.4504
5.34,-0.0229835120510503,0.162765,0.5621254560692569,82.4502,6.3112,-0.1260560014194972,37,9,1.0439241921471771,1.3226
5.75,0.0063703137973211,0.1154400000000001,0.2977655873020416,100.3935,4.21,-0.0533997372316432,14,73,1.044046461972636,0.7783
5.330000000000001,0.0025890022799937,0.1437000000000001,0.5008206772136488,75.65490000000001,5.339199999999999,-0.0983586423254643,37,25,1.0438409078869717,1.277
5.35,0.0201841470998343,0.1462650000000001,0.597768193902327,69.0495,5.754,-0.1184806010366712,60,28,1.0439016435090351,1.2441
5.75,0.006183213897425,0.1445849999999999,0.3287437456807928,126.8775,5.4,-0.0687272499992747,9,6,1.0443420614970698,0.8479
5.530000000000001,-0.0093583222785143,0.168585,0.3788478498600595,95.4849,5.800399999999999,-0.0700678841161678,12,38,1.0439512891449887,1.6563
5.17,0.0186429763353375,0.10482,0.7210123532759216,58.9221,4.4012,-0.1395742076439638,76,1,1.043856633782409,1.1256
5.5200000000000005,-0.0101632580088132,0.18726,0.4901065963792115,103.9776,7.432,-0.1239115201902991,25,2,1.0441330203357304,1.511
5.24,-0.0136147608418994,0.110925,0.3830173129182356,73.1772,3.9296,-0.0656467916147453,23,23,1.0437178408523915,1.2037
5.779999999999999,0.0082925839868319,0.1403999999999999,0.3250031733187443,120.1674,4.5888,-0.0650199770176587,10,30,1.044268268105483,0.8102
5.25,-0.026464001498116,0.11826,0.3148139637179978,80.6925,4.029999999999999,-0.0401824772720575,4,21,1.0436955586529848,1.2244
5.76,0.0069038866150864,0.1463999999999999,0.3679107545318088,115.5528,5.0096,-0.0783500327896733,17,32,1.0442521670733813,0.8029
5.2700000000000005,-0.0072346471536742,0.1212,0.423971910975237,73.0911,4.372000000000001,-0.076931005409343,29,25,1.043755786535045,1.2321
5.46,-0.0143643465583767,0.17118,0.464977040502528,89.2458,6.2056,-0.0977403524545602,25,28,1.0439467700480305,1.3874
5.61,-0.0036840944756415,0.167625,0.4063748369187963,99.3033,5.8768,-0.0834942353322473,19,40,1.0440487343359388,1.9825
5.840000000000001,0.0125504597879209,0.1156049999999999,0.2915481209234664,119.2152,3.4639999999999995,-0.052421805544563,9,47,1.0442567658603097,0.7985
5.75,0.0061540279960928,0.1484999999999999,0.2962953827469239,117.9615,4.640000000000001,-0.0485137793146498,3,35,1.044194783800298,0.7786
5.7700000000000005,0.0077164169288622,0.120945,0.2861216684466214,106.2441,4.0216,-0.0468291251750168,9,66,1.0440896875396672,0.7347
5.73,0.0047788211802364,0.1552199999999999,0.3838784631153869,113.8269,5.417999999999999,-0.0837983255041983,18,29,1.0442337839768927,0.8872
5.65,-0.0008695133934561,0.17184,0.4510685955230739,105.0165,6.316000000000001,-0.1018372018554412,27,27,1.0441718830199411,1.8974
5.33,-0.0173103581488281,0.153825,0.409095202572906,87.7389,5.452,-0.0705561362724551,9,16,1.043818467003406,1.3112
5.15,0.0026093069897653,0.08496,0.5454538919581485,60.8115,3.2880000000000003,-0.090348520095728,55,9,1.0437513180197515,1.1334
5.33,0.0052955108479167,0.15282,0.5541214842856446,77.3829,5.8208,-0.1147765458702127,41,17,1.043885876841694,1.2769
5.08,-0.0022886338716758,0.048525,0.4721939780306081,56.3964,1.8688,-0.068361420913858,55,5,1.0436911056543845,1.0829
5.52,-0.0102163358327784,0.185445,0.3745284477323286,107.0616,6.5312,-0.062666881063945,2,13,1.044030563710689,1.7268
5.48,-0.0128527186586376,0.15822,0.4416668342939324,84.47639999999998,5.7984,-0.0901521518136404,29,42,1.043915169183739,1.353
5.59,-0.0052119443421846,0.1824,0.4004618090944853,110.1567,6.606400000000001,-0.0870768590764019,11,13,1.0441307369821773,1.8403
5.12,0.0082901062679267,0.070485,0.5638334096706895,55.5936,2.7808,-0.0889012304710594,66,7,1.0437513180197515,1.0971
5.2,0.0144924387928863,0.11184,0.65563645764785,61.656,4.504,-0.1222941106574441,67,8,1.0438386624926652,1.1543
5.28,-0.0242753689850205,0.1224450000000001,0.2916631288022831,80.99040000000001,4.1344,-0.0376874984733816,4,27,1.0437022403006688,1.2525
5.719999999999999,0.004176088219377,0.1368,0.3430152490242947,102.07559999999998,4.7616000000000005,-0.0641801616928109,16,60,1.0440760257961117,0.8295
5.17,-0.0237695587506947,0.10272,0.4410526792574832,76.8981,3.8604,-0.0769090068788513,16,3,1.0437133821167728,1.1757
5.81,0.0027097393301437,0.1238399999999999,0.3070064393073249,129.7653,4.466,-0.0621829978137013,10,11,1.0443906573717097,0.8457
5.6000000000000005,-0.00442069789127,0.16974,0.3451942892512756,103.26,5.648000000000001,-0.0581302424391404,6,38,1.04401694815249,1.9137
5.59,-0.0051353195915558,0.17538,0.4322560544001463,100.3407,6.252,-0.0937218009655616,21,31,1.0440714742555812,2.0169
5.83,0.0118517146281866,0.1214249999999999,0.325147437023062,119.4159,3.871600000000001,-0.0638815057699405,14,40,1.044288991167999,0.862
5.74,0.0055644288142045,0.136605,0.3463908159321185,104.8782,4.675199999999999,-0.0653674256173175,16,57,1.0441124808813973,0.8348
5.32,-0.0023675835170029,0.142845,0.47908501555402,77.4276,5.2384,-0.0933273745624578,31,23,1.0438251962224998,1.2689
5.470000000000001,-0.013741883794783,0.18546,0.4856696245482031,98.8371,7.0916,-0.1165643451347706,22,7,1.044046461972636,1.4547
5.73,0.0048011329078549,0.1539449999999999,0.3935600588705866,119.5269,5.8436,-0.0908021237153102,20,12,1.0443166600285962,0.9825
5.47,-0.0137413704177772,0.1820999999999999,0.4294558593480819,98.9811,6.564399999999999,-0.0890488194409977,12,15,1.043987484202673,1.4793
5.38,-0.0201805477429881,0.1763249999999999,0.5212475064168887,92.5434,6.927199999999999,-0.1261913471316904,25,1,1.0439784283845226,1.3742
5.5600000000000005,-0.0073507660724594,0.18438,0.3984987974250159,107.87879999999998,6.608,-0.0824859517872128,9,14,1.0440874098401816,1.7054
5.380000000000001,-0.0200802357071679,0.17502,0.6474157789218555,82.3794,7.219200000000001,-0.152467981579932,54,4,1.044030563710689,1.3279
5.35,-0.0017275178031866,0.155625,0.4932028902174556,81.6975,5.736000000000001,-0.1009020225057305,29,20,1.0438678752889443,1.3072
5.25,0.0164635151180238,0.1365,0.6881781581394193,67.61250000000001,5.6,-0.1431204805639306,65,5,1.0439038970577288,1.2116
5.42,-0.017227955583139,0.178245,0.6008458045448649,85.3326,7.1,-0.1385989748017439,47,11,1.0440282937127088,1.3515
5.6,-0.0045294094409925,0.1812599999999999,0.370593346908366,115.476,6.648,-0.0726006393450629,5,6,1.04416044385507,2.0397
5.61,-0.003664953173776,0.170865,0.4876280508916623,95.7993,6.392,-0.1042654980929293,35,36,1.044103359976406,1.9203
5.15,0.0235493884180741,0.08754,0.3431756955423208,77.1555,3.124000000000001,-0.0439719521964854,5,7,1.0436488592593467,1.1453
5.82,0.0112016236372701,0.1107,0.2502410520798019,112.7646,3.3424000000000005,-0.0352047103072549,4,64,1.0441444415776373,0.8137
5.62,-0.0029730246112146,0.169485,0.4478778694303914,98.7666,6.1416,-0.0961504864358204,27,37,1.0440919655361858,1.953
5.620000000000001,-0.0029778267519491,0.1716,0.4609202009439677,99.2586,6.282400000000001,-0.1004381399105599,29,34,1.0441102002088374,1.9469
5.84,0.0125409521489328,0.1147649999999999,0.2605955191412396,120.0312,3.2703999999999995,-0.0406633221833251,4,49,1.044236080810124,0.8076
5.93,0.0105571091479906,0.0621449999999999,0.1819702345251238,142.0089,1.8300000000000003,-0.0227616301600561,2,12,1.044506904598867,1.9733
5.69,0.002112693256884,0.1327050000000001,0.2494265676048508,101.3697,4.435200000000001,-0.0332974705719072,3,66,1.0439852198068262,0.8952
5.21,0.0102017138334047,0.1197,0.6491997740610911,65.7993,4.8332,-0.1275365891236735,60,5,1.0438476458126953,1.1987
5.2,-0.0201723674134016,0.11184,0.4383962012702565,76.944,4.112,-0.0769075686727007,18,8,1.0437289927184594,1.2023
5.82,0.0111964885789356,0.11256,0.2784626259777815,112.2606,3.5024,-0.0452374807545575,8,62,1.044162731089936,0.7557
5.67,0.0006041493214287,0.166785,0.4647919169401027,114.7551,6.9688,-0.1118782373024127,31,2,1.044318967735982,1.9237
5.279999999999999,-0.0264139791515074,0.1224450000000001,0.2742572043436994,81.9264,4.1008,-0.030610640001316,1,27,1.0436955586529848,1.2509
5.79,0.0091975287612382,0.10248,0.2209907308112728,105.3987,3.4780000000000006,-0.0293574231303691,4,77,1.0440510069951798,0.7334
5.32,0.0076146849923532,0.1335000000000001,0.500496085885781,70.4556,5.0368,-0.0969015725926719,45,30,1.0438251962224998,1.2451
5.55,-0.0079706645795426,0.1725,0.3553209538954573,100.15949999999998,5.802,-0.0592360792762058,6,35,1.0439739022400816,2.0016
5.240000000000001,-0.0259401228575036,0.13518,0.4268551228186273,86.29320000000001,5.043200000000001,-0.0723265021562765,6,2,1.0437736721286033,1.2308
