VEC mean,APE mean,Electronegativity local mismatch,Shear modulus delta,Shear modulus mean,Mixing enthalpy,Shear modulus strength model,Nb,Mo,Radii gamma,SFE
5.45,-0.0151770345943454,0.18114,0.4254824895718028,98.6625,6.538,-0.0854916983383782,10,13,1.0439693772714225,1.4668
5.66,-0.0001421498833266,0.16614,0.4417475709889464,102.5118,6.016800000000001,-0.0954306310499878,27,36,1.044142156732499,1.6719
5.76,0.0069166615003003,0.146925,0.3833888714539606,117.2208,5.235200000000001,-0.0841540795096931,20,25,1.0442912952416792,0.835
5.92,0.0168982382787712,0.0576599999999999,0.1846519330433221,144.57360000000003,2.1584000000000003,-0.0243672145859673,3,2,1.0445442661396809,2.0614
5.860000000000001,0.0140770130242175,0.08574,0.2316315178331896,111.0498,2.7264000000000004,-0.0321578910689524,6,76,1.044139872185801,0.7738
5.33,-0.023596432250995,0.151785,0.6634929007213579,69.2109,6.0972,-0.1345667245430446,66,18,1.0439377353723387,1.2513
5.41,-0.0179253537551885,0.1725,0.594763477040166,81.9453,6.758000000000001,-0.1306180345454695,48,17,1.0439920138773453,1.3492
5.4,0.0032236675695706,0.163125,0.4950635495365745,83.43,6.016,-0.1029776721250288,31,25,1.0439061508985124,1.3256
5.28,0.009597310108154,0.13446,0.5796807116238216,69.36240000000002,5.1904,-0.111868335677016,52,18,1.0438498923690678,1.2193
5.48,-0.012930714991645,0.17712,0.5424860806457802,87.7404,6.7584,-0.1193640532151663,40,24,1.044021485490883,1.3791
5.869999999999999,0.0119278104374176,0.0890249999999999,0.2381178727586625,138.9891,3.2992,-0.039325470041038,5,4,1.044481264345917,1.1956
5.53,-0.0094413469667342,0.181545,0.4251946763695761,100.5009,6.4656,-0.090547220225633,15,22,1.044030563710689,1.6467
5.73,0.0047072421841281,0.15552,0.2975745071348996,122.8509,5.137600000000001,-0.0473270990335789,1,19,1.044240675379559,0.829
5.11,0.0236928021755998,0.065865,0.4445598011332101,64.4823,2.4724,-0.0678883041385795,36,6,1.0436777535327817,1.116
5.48,-0.0099740106870145,0.1512450000000001,0.288647181433782,90.4164,5.1104,-0.0412213247332639,4,47,1.0438364173887276,1.4799
5.640000000000001,-0.0015326009954533,0.16038,0.3976684140549972,99.2892,5.6384,-0.0804776742505148,20,46,1.044057826749139,1.658
5.48,-0.0129491968346007,0.1847249999999999,0.5739607747159172,91.6404,7.3568,-0.1360018155524245,43,11,1.0440874098401816,1.4162
5.92,0.0182857155833383,0.0599999999999999,0.1683932149810501,116.1816,1.5856,-0.0158724781126946,1,80,1.0441787501092363,1.5267
5.220000000000001,-0.0166452041812886,0.122085,0.4686178336029156,78.0666,4.5528,-0.0882097234099637,21,7,1.0437624914695762,1.2225
5.74,0.0054563058185839,0.145005,0.3048935973528751,129.4542,5.4848,-0.0559762569593893,4,1,1.0443420614970698,0.8576
5.56,-0.0072720139985868,0.17934,0.4621647571814897,98.4228,6.5440000000000005,-0.103513975455805,25,26,1.0440691989301645,1.7078
5.33,-0.0236642413135571,0.159225,0.6176109660579682,77.1789,6.314800000000001,-0.1347731634321495,50,10,1.0439377353723387,1.3007
5.5600000000000005,-0.0072691265833375,0.17358,0.3620224314963269,101.0628,5.8592,-0.062933562603365,7,34,1.0439920138773453,1.9531
5.86,0.0139485289684137,0.1087799999999999,0.2728037456864299,122.6418,3.1192,-0.0470422491701163,7,44,1.044288991167999,1.2395
5.749999999999998,0.0062760012428069,0.133665,0.353756041954413,104.7255,4.629999999999999,-0.0672821736039937,18,58,1.044123888710071,0.8235
5.58,-0.0059366796119007,0.183645,0.3957139079044516,111.4254,6.727200000000001,-0.0843628618379703,9,9,1.0441330203357304,2.0219
5.719999999999999,0.0041051330710442,0.1524599999999999,0.3849551191393268,123.0276,6.1184,-0.0901834228106016,18,2,1.0443466838934023,1.0272
5.8,0.0033969435395569,0.1268849999999999,0.3002128071106104,130.29,4.5920000000000005,-0.0592794334419294,8,9,1.0443837068780055,0.8404
5.19,0.0237035626860687,0.093825,0.3073919419324663,74.8767,3.2188,-0.0427921870054739,10,18,1.0436555228829434,1.1829
5.32,0.0019252971261513,0.137685,0.4842295889276556,74.0676,5.0976,-0.0934857813439671,37,27,1.043820709786522,1.259
5.2,0.020134487373086,0.110685,0.6835099394439064,58.788,4.504,-0.1267579672967823,75,9,1.0438521392161042,1.1446
5.79,0.008969934502955,0.1355399999999999,0.2755085822800994,127.5987,4.3892,-0.0447583041180156,2,19,1.0443120455232204,0.8419
5.58,-0.0058214779051101,0.17982,0.5106429541962861,97.4214,6.8496,-0.1155547673606437,36,24,1.044126171169409,1.7955
5.16,-0.015250486277854,0.0997649999999999,0.5059694262195874,72.7428,3.8816,-0.0952320181402362,29,1,1.043740151771814,1.1638
5.33,-0.0236498242154759,0.157545,0.6253743031615713,75.49889999999999,6.2472,-0.1336842162113787,53,12,1.0439354774360294,1.2931
5.710000000000001,0.0033407106054685,0.157665,0.356970123718882,122.8803,5.9384,-0.0786695043806749,11,6,1.0443005145616744,1.0271
5.360000000000001,-0.012947842248984,0.14928,0.3809505968110049,84.86880000000001,5.1904,-0.0653222602107002,12,28,1.0438050163892338,1.3255
5.25,0.0051637008356145,0.1398599999999999,0.6296680994272458,74.0925,5.68,-0.1383549681570316,49,1,1.043885876841694,1.2565
5.2700000000000005,0.0018425783357592,0.13176,0.5353961839633773,72.01110000000001,4.9796000000000005,-0.1028914589624535,42,17,1.043820709786522,1.2243
5.58,-0.0058286858869866,0.1832849999999999,0.5175911074062386,101.5134,7.219200000000001,-0.1236403324986285,36,13,1.0441764607801294,1.6848
5.52,-0.010092495310052,0.172845,0.4159439317608503,94.9416,6.075200000000001,-0.083817403794409,17,33,1.0439739022400816,1.5367
5.15,0.0159463515311795,0.09,0.661686451678086,56.3715,3.674,-0.115862886627012,74,5,1.0438117403928482,1.1154
5.79,0.0090039941492075,0.1327049999999999,0.2625980237211245,117.8667,3.904000000000001,-0.0365184973856529,1,46,1.0441856198933444,0.8727
5.73,0.0047950742537198,0.146385,0.2957870485876232,111.1269,4.5988,-0.0460906482740424,4,48,1.044114761851601,0.8464
5.720000000000001,0.0040454095525725,0.1563,0.334292011456027,114.2436,5.1136,-0.0636968865555614,8,34,1.0441764607801294,0.8519
5.25,-0.0025610343663304,0.13824,0.5729592788916315,76.7805,5.45,-0.123580530943227,38,3,1.0438521392161042,1.2504
5.46,-0.0143290438944582,0.1671,0.4955784681221994,84.94980000000001,6.1984,-0.1037826345566014,34,32,1.043949029449867,1.3413
5.58,-0.0059397963978513,0.1836,0.3967993021052243,112.5414,6.828,-0.0856261093647303,9,6,1.044146726721276,2.0354
5.84,0.012546748386388,0.1151999999999999,0.2793962245533017,119.4672,3.384,-0.0480151247379079,7,48,1.044247569492073,0.7965
5.7,0.002628996185169,0.16344,0.3769733546417281,116.637,5.84,-0.0839605223685511,14,18,1.044240675379559,1.0719
5.080000000000002,0.0182522749050121,0.0471,0.5311518842681852,46.976400000000005,1.888,-0.0727475720588937,84,6,1.0437513180197513,1.0811
5.85,0.01322093749911,0.1139399999999999,0.2539058754777559,125.6505,3.228,-0.0396568816198564,3,37,1.0443005145616744,0.9241
5.680000000000001,0.0012486899226591,0.160125,0.3487559666742339,107.6424,5.3152,-0.065751028743951,10,41,1.044103359976406,1.0487
5.7700000000000005,0.0076174532298223,0.1388999999999999,0.3359937891635964,126.5121,5.162800000000001,-0.0723342857265947,12,9,1.044358245204802,0.8198
5.72,0.0040584951967592,0.1577249999999999,0.3741677254020082,119.1276,5.7408,-0.0843279705133852,15,15,1.044279777896674,0.9692
5.2700000000000005,-0.0207553179967974,0.12402,0.3478083293173614,79.76310000000001,4.2836,-0.0533939957168281,10,23,1.043722300736811,1.2465
5.77,0.0076437208933285,0.1371449999999999,0.3614544934688655,110.13209999999998,4.63,-0.0716955434691045,18,48,1.0441924923739303,0.7801
5.49,-0.0122354796908689,0.18648,0.575107972143761,93.9717,7.5544,-0.1396791035539151,43,7,1.0441170431195084,1.4128
5.15,-0.0230670365657042,0.09456,0.4544813733380783,75.01950000000001,3.616000000000001,-0.0803099371901909,19,1,1.0437066961663248,1.1579
5.88,-0.0064715689339354,0.1001249999999999,0.2686319661217882,128.8524,2.9407999999999994,-0.0477066341429575,8,31,1.0443744438224716,1.5684
5.71,0.0034432084085052,0.1416,0.2828089199839637,106.0923,4.5564,-0.0410473313147645,4,57,1.0440510069951798,0.8194
5.57,-0.0064727422880398,0.1617450000000001,0.3989217687048123,93.3861,5.7364,-0.0794505553008211,20,46,1.0439784283845226,1.8382
5.620000000000001,-0.0029262829787109,0.1583250000000001,0.3924480378123372,96.4866,5.6032,-0.0782411488787304,20,49,1.044021485490883,1.8585
5.58,-0.0058747266615842,0.18366,0.4702453396600726,106.8054,7.132,-0.1160417271531329,25,8,1.0441741717503852,1.7792
5.26,-0.0180651882821982,0.136605,0.4469270795366608,82.56779999999999,5.0104,-0.0831076925116956,15,9,1.043784860004159,1.2371
5.33,0.0152076710946044,0.1473450000000001,0.5962806458166227,71.1549,5.7376000000000005,-0.1186128658954247,55,22,1.043894884614897,1.2503
5.529999999999999,-0.0094105411821155,0.180345,0.4692865496254365,96.6369,6.602399999999999,-0.1051639393350214,25,24,1.04404418990521,1.5258
5.199999999999999,0.0235348253067138,0.105765,0.3556431597688607,78.20400000000001,3.712,-0.050664932059085,8,13,1.043684428305106,1.1955
5.6,-0.0044715301763434,0.18144,0.4355284367030083,108.876,6.792,-0.1034561233243955,19,12,1.044165018623794,2.0937
5.27,0.0137203686107388,0.13842,0.6416050534772341,68.9391,5.5136,-0.129105911809559,59,11,1.043885876841694,1.2319
5.710000000000001,0.0033706440711604,0.1609799999999999,0.4067374007559494,114.9243,5.9208,-0.0933231026181333,21,19,1.0442636663023273,1.1407
5.390000000000001,-0.0094266844509099,0.1574250000000001,0.4013163167129728,86.77470000000001,5.513199999999999,-0.0729507983112666,14,28,1.0438431535717063,1.3423
5.84,0.0126947406912416,0.0891,0.2224098393315462,108.9312,2.9328000000000003,-0.0297502551057069,5,78,1.0441056397564028,1.1053
5.779999999999999,0.0084825849472432,0.1073250000000001,0.2133966363775735,105.9234,3.547200000000001,-0.0252636970568905,2,75,1.0440441899052102,0.7292
5.640000000000001,-0.001629085982436,0.1728,0.3716754717725919,109.1052,5.9008,-0.0746074698114206,10,28,1.0441170431195086,1.5406
5.640000000000001,-0.0015458889068557,0.1656,0.4408279781726544,99.3372,5.9904,-0.0934317647744186,27,40,1.0441010804938082,1.8005
5.5600000000000005,-0.0071612953629999,0.1613400000000001,0.4746469190571841,87.5508,6.0864,-0.0981161832479709,36,46,1.0440033432175495,1.5891
5.470000000000001,-0.0135646962753926,0.1579200000000001,0.4617418666470472,82.75710000000001,5.856800000000001,-0.0947840394210267,33,41,1.043917424485867,1.345
5.92,0.0182117130327478,0.0730199999999999,0.2002624376270669,121.0776,1.7120000000000002,-0.0236744066793491,2,66,1.0442452711533703,1.8994
5.67,0.0006670409642254,0.1437000000000001,0.4079086969092798,94.48709999999998,5.3836,-0.0815805182139003,28,59,1.0440510069951798,1.325
5.32,-0.0243703220194999,0.158685,0.6569090968954104,75.2676,6.441599999999999,-0.1447468171340025,57,7,1.0439558094153265,1.2744
5.77,0.0076306132317883,0.1399199999999999,0.3650583943313297,111.9921,4.722,-0.0741648583837634,18,43,1.044215420138518,0.7738
5.520000000000001,-0.0100083327190944,0.1608000000000001,0.4524107125661468,86.4816,5.944,-0.093294920758572,31,44,1.0439558094153265,1.4521
5.31,-0.0015787054693973,0.1327050000000001,0.4530536859357544,74.1003,4.852799999999999,-0.0860454396345942,33,28,1.0437960551035788,1.2519
5.63,-0.0022749058733793,0.164745,0.3554025807109582,103.0539,5.5356000000000005,-0.0653019753014362,10,42,1.0440419181336018,1.6449
5.49,-0.0122725428713138,0.1869,0.5366020221881548,97.52370000000002,7.459600000000001,-0.1340017108016088,34,5,1.0441056397564028,1.4385
5.78,0.0083336776685389,0.1399199999999999,0.3752466873672259,115.5594,4.830400000000001,-0.0790431550937232,20,34,1.0442728711160003,0.8001
5.69,0.0019720505632355,0.1652999999999999,0.4324276294598092,114.2217,6.356800000000001,-0.1019282870079559,25,13,1.0442774753343809,1.4335
5.51,-0.010768851539883,0.17208,0.5096615340732127,87.8583,6.4584,-0.1085110128645932,37,33,1.0440078770163066,1.39
5.789999999999999,0.0091494026334317,0.11058,0.2466997828174189,107.3187,3.6104,-0.0347473185086997,5,71,1.0440805785233116,0.7413
5.9,-0.0086247981200662,0.0912599999999999,0.2275574462019846,130.239,2.3400000000000003,-0.0332637407080236,3,36,1.044362871858911,1.9899
5.38,-0.0067219882069169,0.1671,0.4638895714664902,88.83539999999999,6.0920000000000005,-0.0962137675067533,19,16,1.0438971372876786,1.3347
